name,logAge,logMass
NGC_2506,9.21,3.841
Collinder_466,8.405,1.2041199826559248
Melotte_72,8.865,1.8543060418010806
FSR_1178,6.65,1.5563025007672873
MWSC_5963,8.82,1.4065401804339552
FSR_1116,7.785,1.255272505103306
NGC_2343,8.135,0.9890000000000001
FSR_0083,9.4,1.2671717284030137
BDSB_91,6.65,1.3710678622717363
Collinder_465,8.8,1.591064607026499
Ruprecht_4,9.005,1.7442929831226763
Alessi_10,8.195,1.143
NGC_2351,9.0,1.414973347970818
FSR_0042,9.45,1.5250448070368452
FSR_0069,6.8,1.462397997898956
NGC_6649,8.1,1.9822712330395684
NGC_2368,8.975,1.5563025007672873
FSR_1171,9.2,1.3424226808222062
MWSC_5300,9.4,1.2174839442139063
FSR_1136,8.2,1.4471580313422192
NGC_2353,7.2,2.602
FSR_1151,8.89,1.5965970956264601
NGC_2335,8.2,2.889
Ruprecht_170,6.0,1.8573324964312685
Czernik_30,9.2,1.5250448070368452
FSR_1183,8.585,2.0453229787866576
MWSC_5329,9.65,1.462397997898956
NGC_2225,9.165,1.4548448600085102
FSR_1211,9.135,1.4548448600085102
FSR_1115,6.9,0.7403626894942439
FSR_1173,8.64,1.4771212547196624
FSR_1180,8.675,1.7671558660821804
NGC_6694,8.12,2.356
FSR_1120,7.3,0.6532125137753437
Alessi_21,7.7,2.408
FSR_1169,8.675,1.8836614351536176
MWSC_4290,8.38,1.3424226808222062
MWSC_5062,9.45,0.7781512503836436
FSR_1164,8.87,1.3891660843645324
FSR_1221,8.5,1.3891660843645324
FSR_0050,9.5,1.4393326938302626
FSR_1163,9.15,1.4771212547196624
NGC_6728,8.95,1.881
FSR_1110,8.65,1.0413926851582251
FSR_1117,7.5,1.1139433523068367
Dolidze_27,8.97,1.5854607295085006
MWSC_5321,9.27,1.255272505103306
FSR_1170,8.755,1.5965970956264601
Ivanov_4,8.3,1.7596678446896306
FSR_0041,9.5,1.6074550232146685
FSR_1159,7.45,1.255272505103306
FSR_0062,9.0,1.951823035315912
NGC_2349,9.14,1.6812412373755872
FSR_0063,9.21,1.8325089127062364
Trumpler_34,8.585,1.6946051989335686
Dias_3,8.485,1.2787536009528289
NGC_2323,8.255,2.734
NGC_6664,7.9,1.3222192947339193
BDSB_93,6.5,1.3521825181113625
FSR_1203,9.265,1.5854607295085006
FSR_1105,8.63,1.414973347970818
FSR_1251,9.2,1.2787536009528289
MWSC_5042,9.5,0.9777236052888477
FSR_1126,9.125,1.5622928644564746
NGC_2215,8.55,2.685
NGC_2309,8.735,1.9084850188786497
MWSC_5323,9.375,1.255272505103306
FSR_0072,8.7,1.505149978319906
FSR_1160,8.505,1.4471580313422192
NGC_2302,8.35,1.114
FSR_1107,8.65,1.3979400086720377
MWSC_5051,9.45,1.146128035678238
FSR_1066,9.025,1.6334684555795864
Dolidze_31,6.0,1.667452952889954
FSR_1158,8.555,1.8228216453031045
FSR_1144,8.18,1.816241299991783
Dolidze_29,7.5,2.0511525224473814
FSR_1150,8.8,1.5314789170422551
Morgan_8,7.2,1.4548448600085102
FSR_1149,8.265,1.591064607026499
FSR_1094,8.85,1.4842998393467859
Berkeley_73,9.15,1.2174839442139063
NGC_6705,8.505,2.82
ASCC_30,8.245,2.171
NGC_6683,6.75,1.1139433523068367
Haffner_3,8.6,1.6901960800285136
FSR_1078,9.235,1.4313637641589874
IRAS_06046-0603,8.53,1.1613680022349748
Dolidze_30,8.95,1.3010299956639813
Stephenson_2,6.0,1.1139433523068367
Basel_1,8.135,1.3710678622717363
Wit_1,6.35,1.3710678622717363
NGC_2548,8.72,3.0460000000000003
NGC_2338,8.62,1.1903316981702914
FSR_1153,8.065,1.4313637641589874
ASCC_38,8.6,1.714
FSR_1125,7.6,1.462397997898956
FSR_1050,9.1,1.2041199826559248
Teutsch_145,8.725,1.2041199826559248
FSR_1106,8.9,1.662757831681574
NGC_6704,8.0,1.462397997898956
FSR_1176,8.65,1.6532125137753437
FSR_1157,7.7,0.8450980400142568
NGC_2250,8.495,1.6720978579357175
Bochum_3,8.095,1.9084850188786497
IRAS_18306-0500,7.8,0.9777236052888477
FSR_1129,8.385,1.568201724066995
Andrews-Lindsay_5,6.0,1.5440680443502757
BDSB_90,7.2,1.3010299956639813
NGC_6682,6.5,1.414973347970818
NGC_2232,7.7,2.0069999999999997
NGC_2219,8.75,1.505149978319906
Berkeley_39,9.5,1.5797835966168101
Sh2_287C,6.9,1.0606978403536116
NGC_2311,8.815,2.822
BDSB_88,7.4,1.3222192947339193
ASCC_27,8.7,2.384
Dolidze_33,7.3,1.6857417386022637
Dolidze_34,7.95,1.2671717284030137
Trumpler_35,8.15,1.7671558660821804
Czernik_26,9.0,1.5740312677277188
FSR_0076,9.1,1.9319661147281726
FSR_0088,8.495,1.9978230807457256
FSR_0077,9.48,1.5440680443502757
Ivanov_9,6.5,1.4771212547196624
Dolidze_32,6.0,1.4313637641589874
IRAS_06567-0355,7.35,1.8543060418010806
FSR_0073,9.2,1.7363965022766426
FSR_1099,8.635,1.6580113966571124
BDSB_10,7.6,1.1139433523068367
IRAS_06562-0337,7.7,1.021189299069938
FSR_0087,8.25,1.6857417386022637
FSR_0090,8.695,1.4313637641589874
FSR_0112,9.345,1.380211241711606
MWSC_5745,9.08,1.290034611362518
FSR_0089,8.3,1.6283889300503116
NGC_2184,8.6,1.7209999999999999
MWSC_5337,9.39,1.255272505103306
FSR_1027,9.11,1.4913616938342726
Berkeley_77,8.835,1.4548448600085102
NGC_2286,8.64,2.0043213737826426
FSR_0078,9.31,1.146128035678238
Wit_2,8.785,1.9469432706978254
FSR_1017,9.1,0.6020599913279624
FSR_1142,9.1,1.1903316981702914
FSR_1139,8.855,1.3324384599156054
FSR_1092,8.8,1.7363965022766426
BDSB_125,6.0,1.3617278360175928
FSR_1152,8.6,1.290034611362518
ASCC_19,7.5,2.5669999999999997
FSR_1082,8.84,1.8129133566428555
FSR_1056,9.045,1.6434526764861874
ASCC_29,8.06,1.9980000000000002
FSR_1111,8.875,1.469822015978163
FSR_1113,8.3,0.8750612633917001
Berkeley_80,8.35,1.7032913781186614
Berkeley_79,6.8,1.6334684555795864
Alessi_60,8.64,1.6074550232146685
FSR_1145,7.9,1.3010299956639813
FSR_0094,6.0,1.2304489213782739
Berkeley_37,8.8,1.3710678622717363
King_23,8.95,1.5440680443502757
NGC_6775,8.85,1.3979400086720377
FSR_1077,8.935,1.7634279935629373
Berkeley_24,9.21,2.0273496077747564
FSR_1118,8.9,1.4548448600085102
FSR_1065,8.79,1.7481880270062005
MWSC_5740,8.825,1.2041199826559248
Patchick_90,8.95,1.4548448600085102
NGC_6735,8.29,1.9469432706978254
Berkeley_81,9.0,1.7032913781186614
FSR_1063,8.86,1.8836614351536176
Berkeley_34,9.45,1.462397997898956
FSR_1085,8.735,1.6434526764861874
ASCC_28,8.49,2.351
MWSC_4288,9.015,1.6384892569546374
FSR_1100,8.685,1.5314789170422551
FSR_0100,8.0,1.469822015978163
Dolidze_49,8.33,1.7075701760979363
ASCC_41,8.7,1.7080000000000002
FSR_1072,8.2,1.7075701760979363
FSR_0080,9.5,1.662757831681574
Dolidze_23,8.65,1.975431808509263
Teutsch_146,8.75,1.4842998393467859
Berkeley_20,9.78,0.8129133566428556
SAI_72,8.485,1.4548448600085102
Dolidze_25,6.75,1.6127838567197355
Bochum_2,6.665,1.2174839442139063
MWSC_5748,8.725,1.1903316981702914
NGC_2112,9.315,2.4653828514484184
MWSC_5022,9.17,1.1613680022349748
NGC_2301,8.35,2.051
FSR_0991,8.87,1.1139433523068367
FSR_0098,6.1,1.954242509439325
ASCC_22,8.455,2.463
FSR_1080,8.37,1.7853298350107671
ASCC_18,7.15,2.708
NGC_2324,8.68,2.002166061756508
NGC_2189,9.175,1.7075701760979363
NGC_2262,8.995,1.7671558660821804
FSR_1147,8.72,1.423245873936808
MWSC_4317,9.425,1.4842998393467859
Collinder_350,8.71,1.8219999999999998
Teutsch_13,7.295,1.7160033436347992
MWSC_4547,9.2,1.3979400086720377
FSR_1053,8.8,1.8228216453031045
FSR_0107,9.1,1.7442929831226763
FSR_1091,8.865,1.6580113966571124
ASCC_106,8.42,2.781
ASCC_16,7.0,2.4
ASCC_20,7.0,2.827
Alessi_15,9.19,1.2041199826559248
FSR_1133,8.18,1.3117538610557542
Dolidze_24,8.45,1.6580113966571124
Collinder_115,7.715,1.7283537820212285
Saurer_1,9.6,0.7781512503836436
FSR_1057,9.065,1.6074550232146685
FSR_0110,9.225,1.6020599913279623
Collinder_110,9.22,2.4934580509951885
ASCC_35,8.48,2.667
Alessi_16,8.65,1.1139433523068367
Alessi_59,7.0,1.6766936096248666
MWSC_5656,8.8,1.2430380486862944
MWSC_5346,9.31,1.3710678622717363
Collinder_91,8.64,2.1319392952104246
Berkeley_35,9.065,1.5118833609788744
FSR_0101,6.9,1.8293037728310249
Collinder_96,7.8,1.1903316981702914
Collinder_359,7.45,3.87
MWSC_5356,9.205,1.1903316981702914
Berkeley_28,7.535,1.6283889300503116
FSR_1033,8.515,1.5118833609788744
NGC_2319,9.035,2.133
vdBergh_1,8.315,1.8920946026904804
FSR_1076,8.96,1.4393326938302626
Berkeley_30,8.495,1.2671717284030137
FSR_1031,8.635,1.8721562727482928
NGC_2270,8.915,3.1719999999999997
ASCC_31,8.4,1.202
FSR_1083,8.81,1.3010299956639813
FSR_1051,8.79,1.816241299991783
FSR_1032,8.72,1.2430380486862944
MWSC_5154,9.5,0.7781512503836436
NGC_6481,9.56,1.3117538610557542
FSR_0095,9.35,1.6283889300503116
NGC_6755,8.0,2.0737183503461227
Czernik_39,7.8,1.724275869600789
FSR_0966,8.48,1.0
RMC-4b,8.29,0.9294189257142927
MWSC_5344,9.32,1.2787536009528289
Dias_2,9.27,1.7634279935629373
Dolidze_22,8.37,1.7853298350107671
NGC_2269,8.665,2.4419999999999997
Collinder_107,7.165,1.9880000000000002
NGC_6756,8.4,1.816241299991783
FSR_0128,9.4,1.1903316981702914
Collinder_104,8.5,1.4983105537896004
NGC_2180,9.355,1.9369999999999998
MWSC_5350,9.475,1.3979400086720377
Czernik_38,7.3,2.2227164711475833
Collinder_92,9.145,2.0149403497929366
FSR_1000,8.79,1.8027737252919758
MWSC_5351,9.2,1.1760912590556813
Berkeley_78,9.45,1.6483600109809315
NGC_2252,8.86,1.43
FSR_0978,7.95,1.4471580313422192
IC_4756,8.79,3.112
NGC_2186,8.2,1.547
FSR_0099,8.855,1.2787536009528289
FSR_0964,8.26,1.3617278360175928
Archinal_1,8.0,1.5965970956264601
BDSB_11,8.4,1.3324384599156054
IC_4665,7.63,2.681
FSR_1102,8.77,1.3710678622717363
FSR_0091,9.45,1.1139433523068367
NGC_2143,9.09,1.8969999999999998
Berkeley_26,8.71,1.2041199826559248
Berkeley_27,9.3,1.4983105537896004
MWSC_5651,9.225,1.1760912590556813
MWSC_4561,9.4,1.4983105537896004
Collinder_97,8.4,1.962
NGC_2202,9.2,1.1159999999999999
Collinder_106,6.415,4.038
ASCC_34,8.53,2.02
MWSC_5358,9.07,1.380211241711606
Juchert_3,6.0,1.6180480967120927
Czernik_27,8.995,0.9777236052888477
MWSC_5340,9.465,1.3617278360175928
Berkeley_32,9.45,1.8095597146352678
NGC_6633,8.76,2.097
FSR_1025,8.6,1.3324384599156054
MWSC_5359,9.205,1.3117538610557542
FSR_1029,8.93,1.5854607295085006
Kronberger_3,8.3,1.0
Juchert_18,9.02,1.3117538610557542
NGC_2236,8.75,1.954242509439325
Collinder_111,7.7,1.6334684555795864
Czernik_25,8.52,2.110589710299249
FSR_0985,8.5,1.8543060418010806
Dolidze_21,9.1,1.5250448070368452
Dolidze_17,9.18,1.3424226808222062
ASCC_26,8.15,1.462
FSR_0988,8.92,1.662757831681574
Collinder_74,9.09,1.7558748556724915
FSR_0102,9.015,1.3010299956639813
FSR_1039,9.05,1.1903316981702914
FSR_0096,9.4,1.255272505103306
NGC_2254,8.675,1.6384892569546374
Berkeley_22,9.5,1.2174839442139063
NGC_6828,8.25,1.4240000000000002
FSR_1087,9.0,0.9542425094393249
MWSC_5751,9.25,1.4548448600085102
Basel_8,7.925,2.9389999999999996
FSR_1084,8.8,1.3710678622717363
FSR_0118,9.025,1.4842998393467859
FSR_0108,9.3,1.4393326938302626
Dolidze_19,8.59,1.2304489213782739
Berkeley_31,9.3,1.5185139398778875
Basel_7,8.105,1.469822015978163
NGC_2251,8.455,2.4019999999999997
FSR_0920,8.655,1.550228353055094
NGC_2039,8.58,1.7283537820212285
FSR_1064,8.025,1.3617278360175928
FSR_0998,8.95,1.3710678622717363
B_35,8.92,2.1222158782728267
Alessi_53,7.0,1.423245873936808
MWSC_5633,9.1,1.2174839442139063
FSR_0999,8.85,1.6283889300503116
Trumpler_5,9.5,2.597695185925512
MWSC_4375,9.375,1.724275869600789
NGC_2459,8.99,0.8450980400142568
Alessi_56,8.585,1.2787536009528289
FSR_0914,8.55,1.3521825181113625
Alessi_14,8.6,1.130333768495006
Collinder_69,6.76,2.178
FSR_0140,9.45,1.4065401804339552
NGC_2312,8.81,1.290034611362518
NGC_6709,8.15,2.295
NGC_6724,8.975,1.5185139398778875
MWSC_5645,9.01,1.3324384599156054
NGC_2141,9.245,1.9822712330395684
MWSC_4602,8.785,1.6074550232146685
Poole_J1856+10.8,8.975,1.3324384599156054
Poole_J1855+10.8,8.975,1.5250448070368452
NGC_2259,8.625,1.7671558660821804
NGC_1662,8.695,1.92
NGC_6525,9.45,1.4842998393467859
FSR_0979,8.7,1.6857417386022637
FSR_0106,7.95,1.146128035678238
NGC_6858,9.37,1.3010299956639813
Berkeley_43,8.785,2.1658376246901283
FSR_0930,8.645,1.423245873936808
Dol-Dzim_2,9.025,1.505149978319906
FSR_0913,8.9,1.591064607026499
NGC_6738,9.515,1.14
Dias_8,9.15,1.469822015978163
Dolidze_35,8.3,1.7442929831226763
NGC_6837,9.195,1.2787536009528289
NGC_2682,9.535,2.1319999999999997
FSR_0977,8.68,1.6434526764861874
FSR_0968,8.52,1.5854607295085006
Dolidze_26,8.475,1.5740312677277188
NGC_2265,7.25,1.5965970956264601
FSR_0151,9.4,1.380211241711606
FSR_0136,9.35,1.4393326938302626
FSR_0123,8.76,1.8543060418010806
MWSC_5338,9.405,1.290034611362518
NGC_6840,9.4,1.423245873936808
FSR_1044,9.125,1.1760912590556813
NGC_6843,9.26,1.505149978319906
Alessi_19,7.9,3.08
MWSC_5058,8.95,0.7781512503836436
BDSB_82,7.915,1.4842998393467859
FSR_0960,8.52,1.6580113966571124
FSR_0974,8.91,1.792391689498254
NGC_2664,8.29,1.130333768495006
Juchert_1,8.675,1.8512583487190752
NGC_2194,8.8,2.210853365314893
Skiff_J0614+12.9,8.45,1.3979400086720377
FSR_0952,9.105,2.019116290447073
FSR_0956,8.1,1.8129133566428555
Berkeley_82,8.06,2.0170333392987803
NGC_1663,9.4,1.6766936096248666
FSR_0124,8.75,1.6384892569546374
FSR_0975,9.1,1.1139433523068367
FSR_0907,9.155,1.2041199826559248
MWSC_5354,9.25,1.2304489213782739
MWSC_5348,9.5,1.130333768495006
NGC_2395,9.28,1.255272505103306
FSR_0942,9.0,1.8260748027008264
King_25,8.45,2.2833012287035497
NGC_2355,8.9,1.9395192526186185
FSR_0126,6.95,1.954242509439325
Teutsch_11,8.8,1.7781512503836436
Kronberger_13,8.525,1.9111576087399766
FSR_0129,8.48,1.8095597146352678
NGC_2169,6.89,1.4809999999999999
FSR_0962,8.935,1.7558748556724915
FSR_0953,8.75,1.5118833609788744
FSR_0132,9.1,1.7442929831226763
FSR_0967,8.625,1.2671717284030137
BDSB_81,8.115,1.3710678622717363
FSR_0939,8.71,2.1931245983544616
FSR_0955,7.4,1.2430380486862944
FSR_0933,8.465,1.7520484478194385
FSR_0932,9.1,1.6384892569546374
FSR_0957,8.735,1.6812412373755872
FSR_0951,8.7,2.1583624920952498
FSR_0940,9.4,1.550228353055094
Riddle_15,9.0,1.255272505103306
King_26,8.68,1.6232492903979006
FSR_0937,8.98,1.550228353055094
MWSC_5804,9.465,1.0
FSR_0928,7.5,1.6989700043360187
FSR_0131,6.7,1.462397997898956
NGC_7036,9.45,1.0413926851582251
FSR_0133,8.415,2.4955443375464483
Collinder_65,8.065,3.824
Alessi_57,8.65,1.5854607295085006
Berkeley_45,8.86,1.8721562727482928
FSR_0941,8.665,1.7363965022766426
FSR_0120,9.23,1.7323937598229686
FSR_0948,8.78,1.667452952889954
FSR_0931,7.4,1.8260748027008264
FSR_0925,8.2,1.921686475483602
NGC_7772,9.162,1.021189299069938
BDSB_157,6.25,1.4983105537896004
NGC_1807,8.25,1.6580113966571124
IRAS_05553+1631,8.55,0.9542425094393249
NGC_6950,9.205,1.4842998393467859
FSR_0921,8.75,1.8721562727482928
NGC_1817,8.9,3.2439999999999998
NGC_2234,8.08,1.6180480967120927
FSR_0117,9.32,1.255272505103306
FSR_0924,8.87,1.6483600109809315
FSR_0161,9.5,1.2304489213782739
FSR_0134,7.0,1.8293037728310249
MWSC_5333,9.35,1.2041199826559248
FSR_0882,9.35,1.7888751157754168
FSR_0936,8.955,1.591064607026499
Berkeley_29,9.1,1.290034611362518
FSR_0923,8.725,2.0232524596337114
FSR_0884,9.315,1.724275869600789
FSR_0886,9.11,1.5965970956264601
MWSC_5343,9.355,1.1613680022349748
Berkeley_47,7.97,1.9111576087399766
FSR_0121,9.45,1.4471580313422192
Roslund_1,8.765,1.395
NGC_7084,9.425,1.3424226808222062
FSR_0929,8.495,1.7520484478194385
FSR_0935,8.8,1.6483600109809315
NGC_6839,9.3,1.9395192526186185
NGC_2304,8.835,1.4983105537896004
FSR_0927,8.65,2.0149403497929366
FSR_0868,8.9,1.5440680443502757
Harvard_20,8.05,1.7888751157754168
MWSC_4301,9.415,1.5314789170422551
Alessi_11,9.085,1.662757831681574
FSR_0143,8.82,1.9708116108725178
Skiff_J0619+18.5,7.9,1.9395192526186185
Kronberger_79,8.39,1.4471580313422192
Teutsch_42,6.1,1.4771212547196624
MWSC_5634,9.25,1.3010299956639813
ASCC_104,7.71,3.181
BDSB_156,7.99,1.4842998393467859
Teutsch_27,8.75,1.4548448600085102
FSR_0861,9.025,1.4913616938342726
FSR_0906,8.955,1.6483600109809315
FSR_0909,8.445,1.6812412373755872
IRAS_06117+1901,8.05,1.3324384599156054
FSR_0904,7.8,1.8195439355418688
FSR_0903,8.81,1.9057958803678685
FSR_0857,8.0,1.380211241711606
NGC_1647,8.3,2.543
FSR_0900,6.61,2.0681858617461617
MWSC_5368,9.255,1.146128035678238
MWSC_5764,9.2,1.130333768495006
Berkeley_44,9.15,2.3774883833761327
NGC_2632,8.92,2.477
Bochum_1,6.6,1.6901960800285136
FSR_0851,9.15,1.414973347970818
MWSC_5367,9.15,1.4065401804339552
FSR_0142,6.4,1.724275869600789
NGC_2026,8.62,1.6384892569546374
FSR_0837,9.065,1.2671717284030137
NGC_6802,8.955,2.125481265700594
FSR_0894,7.2,1.9614210940664483
MWSC_5627,9.25,1.130333768495006
FSR_0874,8.86,1.2671717284030137
Roslund_3,7.7,2.861
Berkeley_23,8.97,1.4983105537896004
FSR_0902,7.145,1.5440680443502757
Pismis_27,8.25,1.4471580313422192
MWSC_5782,9.29,1.3424226808222062
Czernik_24,9.1,1.8481891169913987
NGC_6873,9.175,1.3617278360175928
Czernik_40,8.93,1.9978230807457256
Dias_7,9.32,1.4842998393467859
NGC_6827,9.06,1.3117538610557542
FSR_0148,6.0,1.5965970956264601
FSR_0841,8.68,1.2041199826559248
FSR_0893,8.725,1.9294189257142926
NGC_2420,9.365,2.1122697684172707
Alessi_62,8.95,1.7323937598229686
FSR_0804,9.1,1.380211241711606
Koposov_77,9.445,1.6074550232146685
Berkeley_21,9.3,1.6989700043360187
FSR_0125,9.35,1.4842998393467859
FSR_0864,8.25,1.8692317197309762
ASCC_107,8.045,0.9990000000000001
Basel_11B,8.98,2.5860000000000003
FSR_0883,8.735,1.7363965022766426
FSR_0805,8.8,1.2304489213782739
NGC_6793,8.695,2.138
NGC_6938,9.245,1.4983105537896004
Berkeley_72,8.84,1.5185139398778875
MWSC_5621,9.46,1.1903316981702914
FSR_0905,8.3,1.8325089127062364
FSR_0891,8.37,1.4065401804339552
Kronberger_12,8.87,1.5622928644564746
FSR_0944,8.7,1.2174839442139063
Platais_4,8.55,2.752
MWSC_5018,9.12,1.3617278360175928
MWSC_4383,9.095,1.550228353055094
MWSC_5602,9.39,1.0
NGC_6830,8.105,3.218
FSR_0890,7.5,1.7671558660821804
Teutsch_40,9.115,1.5563025007672873
NGC_6823,7.01,3.9960000000000004
FSR_0154,7.0,2.031408464251624
NGC_2129,7.48,1.473
Collinder_89,7.825,3.1710000000000003
FSR_0888,7.6,1.7363965022766426
NGC_6659,9.43,1.6334684555795864
Alessi_12,7.46,2.5669999999999997
FSR_0820,9.25,1.3424226808222062
NGC_1746,8.64,2.8930000000000002
BDSB_77,6.2,1.2671717284030137
Roslund_2,6.78,3.949
MWSC_5038,9.3,0.6020599913279624
FSR_0149,8.83,1.5622928644564746
IC_2157,7.9,1.662757831681574
NGC_2158,9.33,2.5622928644564746
MWSC_5623,9.1,1.3222192947339193
NGC_1802,9.15,1.555
Dol-Dzim_8,9.3,1.1903316981702914
FSR_0175,8.975,1.5854607295085006
Teutsch_7,8.65,1.7745169657285496
Kharchenko_1,8.35,1.146128035678238
NGC_2168,8.255,3.5580000000000003
Melotte_22,8.15,2.6719999999999997
FSR_0880,9.0,1.816241299991783
Koposov_63,9.22,1.6532125137753437
ASCC_25,9.1,2.3369999999999997
Dolidze_53,7.335,1.7888751157754168
Koposov_62,9.415,1.8543060418010806
FSR_0850,7.3,1.8808135922807914
NGC_6800,8.56,1.9969999999999999
FSR_0852,9.0,2.0170333392987803
Stock_1,8.54,1.62
FSR_0162,8.95,1.5740312677277188
Czernik_41,8.47,1.667452952889954
FSR_0163,8.55,1.6384892569546374
FSR_0166,9.045,1.9111576087399766
FSR_0842,6.55,1.7481880270062005
Saurer_5,8.87,1.4771212547196624
FSR_0858,9.005,1.7075701760979363
NGC_6904,7.8,1.2174839442139063
NGC_1996,8.515,2.72
FSR_0849,8.635,1.3521825181113625
MWSC_5779,9.13,1.2304489213782739
Dol-Dzim_4,8.455,1.711807229041191
FSR_0773,8.6,1.0413926851582251
FSR_0158,8.505,1.6901960800285136
FSR_0765,9.315,1.5118833609788744
Kronberger_31,8.5,1.8893017025063104
Koposov_53,8.055,1.4913616938342726
Melotte_111,8.84,2.516
NGC_2248,9.16,0.8129133566428556
FSR_0846,7.3,1.8481891169913987
Dol-Dzim_3,8.915,1.0606978403536116
NGC_6885,9.045,2.0354297381845483
FSR_0184,9.38,1.5854607295085006
FSR_0757,9.0,1.021189299069938
FSR_0183,8.99,1.2787536009528289
FSR_0165,6.91,2.1687920203141817
NGC_6882,8.2,0.513
Teutsch_51,8.725,1.6720978579357175
BDSB_15,8.59,1.1613680022349748
FSR_0160,8.69,1.6532125137753437
"S_242,Sh2_242",6.4,0.9294189257142927
NGC_2266,9.265,1.3710678622717363
MWSC_5901,9.38,1.3891660843645324
FSR_0167,8.2,1.9493900066449128
FSR_0859,8.99,1.290034611362518
Collinder_21,9.392999999999999,1.4913616938342726
FSR_0878,9.2,1.3010299956639813
BDSB_16,7.55,1.2787536009528289
FSR_0762,8.3,1.255272505103306
NGC_2331,8.6,1.3010299956639813
Turner_1,8.74,1.2041199826559248
Dutra-Bica_83,8.78,1.5797835966168101
ASCC_105,7.91,2.7539999999999996
FSR_0809,9.2,1.7363965022766426
FSR_0170,8.9,1.568201724066995
Kronberger_5,8.095,1.3617278360175928
Kronberger_4,9.1,1.130333768495006
NGC_6940,8.98,2.56
FSR_0174,7.5,1.3222192947339193
Berkeley_83,8.685,1.9242792860618816
Czernik_19,7.835,1.8750612633917
Teutsch_10,7.8,2.019116290447073
MWSC_5365,8.985,1.0791812460476249
Czernik_23,8.48,1.7888751157754168
Berkeley_52,9.0,1.9319661147281726
FSR_0826,7.3,1.792391689498254
FSR_0145,9.185,1.7993405494535817
FSR_0178,9.18,1.7160033436347992
FSR_0172,9.125,1.6232492903979006
NGC_1896,9.1,1.541
Turner_9,8.03,3.8680000000000003
NGC_6743,8.225,1.711807229041191
NGC_6834,7.98,1.9493900066449128
FSR_0823,8.805,1.6720978579357175
Berkeley_19,9.5,1.5563025007672873
FSR_0844,8.6,1.9003671286564703
FSR_0756,8.795,1.290034611362518
FSR_0866,9.2,1.8692317197309762
FSR_0768,8.85,1.380211241711606
Teutsch_43,9.25,1.0969100130080565
Koposov_43,9.115,2.0569048513364727
FSR_0821,9.1,1.919078092376074
MWSC_5044,9.57,0.6989700043360189
ASCC_102,8.89,2.759
MWSC_5033,9.17,1.1903316981702914
FSR_0876,9.2,1.290034611362518
ASCC_17,7.265,3.3930000000000002
FSR_0796,9.4,1.5740312677277188
Basel_4,8.665,1.7032913781186614
MWSC_5800,8.325,1.1139433523068367
FSR_0839,8.86,1.6127838567197355
FSR_0860,9.3,1.3424226808222062
Latham_1,9.4,1.0969100130080565
Kronberger_68,8.54,1.4913616938342726
Berkeley_17,9.6,2.084576277934331
IRAS_05439+3035,7.2,1.6180480967120927
BDSB_74,8.45,1.3424226808222062
FSR_0250,9.5,1.4471580313422192
FSR_0833,9.1,1.6020599913279623
Skiff_J0507+30.8,9.21,1.4771212547196624
Kronberger_52,9.0,1.6020599913279623
FSR_0817,9.05,1.7558748556724915
Czernik_18,8.68,1.6532125137753437
Teutsch_45,7.1,1.6283889300503116
Koposov_36,8.445,2.002166061756508
Teutsch_124,9.395,1.8228216453031045
DC_8,8.605,1.3324384599156054
FSR_0815,8.655,1.380211241711606
FSR_0848,9.195,1.380211241711606
Kronberger_69,7.9,1.9003671286564703
FSR_0816,7.8,1.7283537820212285
FSR_0767,9.35,1.7481880270062005
Dol-Dzim_9,9.39,1.255272505103306
SAI_132,8.75,2.2000292665537704
MWSC_4409,8.85,1.724275869600789
FSR_0812,7.3,1.7160033436347992
MWSC_5366,9.285,1.2304489213782739
FSR_0807,7.0,1.4771212547196624
Kronberger_54,8.83,1.7201593034059568
FSR_0724,9.095,1.290034611362518
IC_348,6.78,0.67
FSR_0771,8.515,1.7403626894942439
Saurer_6,9.2,1.7323937598229686
Berkeley_71,9.02,1.7442929831226763
NGC_6846,9.155,1.6180480967120927
Loiano_1,8.9,1.7201593034059568
NGC_2099,8.55,2.8560000000000003
Berkeley_69,9.01,2.0394141191761372
Dolidze_16,7.6,1.5740312677277188
MWSC_5019,8.97,1.2430380486862944
FSR_0189,6.5,1.711807229041191
BDSB_18,7.0,1.5854607295085006
Koposov_27,8.755,1.2671717284030137
NGC_1893,6.55,3.4610000000000003
SAI_48,8.95,1.5854607295085006
FSR_0182,9.0,1.7745169657285496
BDSB_19,9.1,1.146128035678238
FSR_0741,9.4,1.4065401804339552
FSR_0190,6.1,1.2787536009528289
ASCC_110,8.55,2.199
ASCC_100,7.95,1.271
FSR_0266,9.245,1.3891660843645324
Toepler_1,8.655,1.6532125137753437
FSR_0195,9.345,1.6720978579357175
King_8,9.005,1.6180480967120927
FSR_0831,9.265,1.3010299956639813
FSR_0799,9.095,1.9319661147281726
NGC_7037,7.57,1.423245873936808
Roslund_5,7.57,2.31
Dolidze_20,7.4,1.1903316981702914
FSR_0192,7.2,2.0492180226701815
Berkeley_84,8.08,1.8864907251724818
FSR_0188,8.2,1.8095597146352678
Patchick_75,9.06,1.9493900066449128
NGC_1960,7.565,2.491
Berkeley_51,8.255,2.2121876044039577
ASCC_109,8.125,2.403
Berkeley_49,8.46,1.9344984512435677
FSR_0691,9.04,1.2174839442139063
FSR_0777,7.0,1.3617278360175928
Kronberger_1,6.9,1.5314789170422551
