ID,RA,Dec,ID_Simbad
NGC_2143,06 03 12.000,05 44 42.000,NGC_2143
Cl_Berkeley_26,06 50 11.000,05 45 18.000,Cl_Berkeley_26
Cl_Berkeley_27,06 51 20.880,05 46 19.200,Cl_Berkeley_27
[KPS2012]_MWSC_5651,05 10 44.000,05 53 24.000,
[KPS2012]_MWSC_4561,20 23 53.000,05 54 00.000,[KPS2012]_MWSC_4561
C_0628+059,06 31 41.000,05 58 30.000,C_0628+059
NGC_2202,06 16 52.000,06 01 36.000,NGC_2202
C_0634+060,06 37 06.720,06 00 07.200,C_0634+060
[KPR2005]_34,07 10 37.000,06 04 48.000,[KPR2005]_34
[KPS2012]_MWSC_5358,17 37 10.000,06 08 06.000,
Juchert_3,19 07 32.640,06 16 44.400,Juchert_3
C_0700+064,07 03 19.200,06 22 55.200,C_0700+064
[KPS2012]_MWSC_5340,17 10 28.000,06 25 30.000,
Cl_Berkeley_32,06 58 07.200,06 25 58.800,Cl_Berkeley_32
NGC_6633,18 27 22.800,06 36 54.000,NGC_6633
[KPS2012]_MWSC_0997,06 50 28.800,06 36 43.200,[KPS2012]_MWSC_0997
[KPS2012]_MWSC_5359,17 38 08.000,06 37 06.000,
[KPS2012]_MWSC_1012,06 54 04.000,06 43 30.000,[KPS2012]_MWSC_1012
[KPS2012]_MWSC_3148,19 39 00.000,06 46 06.000,[KPS2012]_MWSC_3148
Juchert_18,06 31 27.360,06 48 14.400,Juchert_18
NGC_2236,06 29 39.840,06 50 02.400,NGC_2236
C_0636+069,06 38 50.000,06 54 54.000,C_0636+069
Cl_Czernik_25,06 13 43.680,06 57 10.800,Cl_Czernik_25
[KPS2012]_MWSC_0786,06 11 48.720,07 01 12.000,[KPS2012]_MWSC_0786
C_0524+070,05 27 32.000,07 04 30.000,C_0524+070
C_0519+070,05 22 32.000,07 09 36.000,C_0519+070
[KPR2005]_26,06 50 26.000,07 15 00.000,[KPR2005]_26
[KPS2012]_MWSC_0836,06 18 58.000,07 19 36.000,[KPS2012]_MWSC_0836
C_0545+073,05 48 40.800,07 22 26.400,C_0545+073
[KPS2012]_MWSC_2864,18 16 29.000,07 23 30.000,[KPS2012]_MWSC_2864
[KPS2012]_MWSC_1096,07 06 13.000,07 24 00.000,[KPS2012]_MWSC_1096
[KPS2012]_MWSC_2682,17 45 45.000,07 29 00.000,[KPS2012]_MWSC_2682
NGC_2254,06 35 47.760,07 40 15.600,NGC_2254
Cl_Berkeley_22,05 58 28.320,07 45 46.800,Cl_Berkeley_22
NGC_6828,19 50 15.000,07 54 18.000,NGC_6828
[KPS2012]_MWSC_1399,07 58 54.000,07 57 00.000,[KPS2012]_MWSC_1399
[KPS2012]_MWSC_5751,20 35 46.000,07 59 06.000,
C_0631+081,06 34 12.000,08 00 18.000,C_0631+081
[KPS2012]_MWSC_1397,07 58 37.000,08 03 24.000,[KPS2012]_MWSC_1397
[KPS2012]_MWSC_3120,19 25 43.000,08 04 48.000,[KPS2012]_MWSC_3120
[KPS2012]_MWSC_2889,18 19 10.000,08 07 42.000,[KPS2012]_MWSC_2889
C_0521+081,05 23 43.000,08 09 36.000,C_0521+081
Cl_Berkeley_31,06 57 37.440,08 17 06.000,Cl_Berkeley_31
C_0633+084,06 36 18.000,08 19 48.000,C_0633+084
NGC_2251,06 34 43.200,08 20 13.200,NGC_2251
[KPS2012]_MWSC_0476,05 09 40.000,08 35 42.000,[KPS2012]_MWSC_0476
NGC_2039,05 46 12.000,08 40 30.000,NGC_2039
[KPS2012]_MWSC_1342,07 47 55.000,08 52 48.000,[KPS2012]_MWSC_1342
[KPS2012]_MWSC_0952,06 40 22.000,09 00 18.000,[KPS2012]_MWSC_0952
B_35,05 43 41.000,09 05 42.000,
[D2005c]_DC7,06 29 24.480,09 10 48.000,[D2005c]_DC7
[KPS2012]_MWSC_5633,04 33 25.000,09 24 00.000,
[KPS2012]_MWSC_0970,06 43 53.000,09 25 30.000,[KPS2012]_MWSC_0970
C_0634+094,06 36 30.240,09 27 54.000,C_0634+094
[KPS2012]_MWSC_4375,17 52 57.000,09 30 54.000,[KPS2012]_MWSC_4375
NGC_2459,07 52 02.000,09 33 24.000,NGC_2459
Cl_Alessi_56,19 06 53.000,09 35 24.000,Cl_Alessi_56
[KPS2012]_MWSC_0488,05 13 35.000,09 40 48.000,[KPS2012]_MWSC_0488
Cl_Alessi_14,06 30 26.000,09 44 30.000,Cl_Alessi_14
Cl_Collinder_69,05 35 10.080,09 48 46.800,Cl_Collinder_69
[KPS2012]_MWSC_3380,20 37 46.000,09 58 06.000,[KPS2012]_MWSC_3380
NGC_2312,06 58 48.000,10 16 48.000,NGC_2312
NGC_6709,18 51 20.640,10 20 02.400,NGC_6709
NGC_6724,18 56 42.000,10 24 54.000,NGC_6724
[KPS2012]_MWSC_5645,05 00 52.000,10 26 42.000,
NGC_2141,06 02 56.160,10 27 03.600,NGC_2141
[KPS2012]_MWSC_4602,21 02 46.000,10 45 54.000,[KPS2012]_MWSC_4602
NAME_Poole_J1856+10.8,18 55 53.000,10 46 24.000,NAME_Poole_J1856+10.8
NAME_Poole_J1855+10.8,18 55 08.000,10 46 30.000,NAME_Poole_J1855+10.8
NGC_2259,06 38 31.920,10 53 06.000,NGC_2259
NGC_1662,04 48 47.520,10 52 55.200,NGC_1662
NGC_6525,18 02 04.000,11 01 00.000,NGC_6525
[FSR2007]_0979,06 31 15.360,11 04 51.600,[FSR2007]_0979
[KPS2012]_MWSC_2724,17 51 16.000,11 09 42.000,[KPS2012]_MWSC_2724
NGC_6858,20 03 00.000,11 15 36.000,NGC_6858
Cl_Berkeley_43,19 15 29.280,11 15 54.000,Cl_Berkeley_43
[KPS2012]_MWSC_0626,05 40 07.000,11 27 36.000,[KPS2012]_MWSC_0626
Dol-Dzim_2,05 23 53.000,11 29 24.000,
[KPS2012]_MWSC_0535,05 25 32.000,11 35 36.000,[KPS2012]_MWSC_0535
NGC_6738,19 01 21.000,11 36 00.000,NGC_6738
Cl_Dias_8,19 52 10.000,11 37 42.000,Cl_Dias_8
C_1924+115,19 25 25.000,11 38 06.000,C_1924+115
NGC_6837,19 53 06.000,11 41 42.000,NGC_6837
NGC_2682,08 51 23.040,11 48 50.400,NGC_2682
[KPS2012]_MWSC_0895,06 31 53.760,11 51 54.000,[KPS2012]_MWSC_0895
[KPS2012]_MWSC_0785,06 11 22.320,11 51 46.800,[KPS2012]_MWSC_0785
C_0727+120,07 30 05.000,11 53 06.000,C_0727+120
NGC_2265,06 41 45.000,11 54 36.000,NGC_2265
[KPS2012]_MWSC_3407,20 44 33.000,11 55 30.000,[KPS2012]_MWSC_3407
[KPS2012]_MWSC_3249,20 05 26.000,11 56 30.000,[KPS2012]_MWSC_3249
[KPS2012]_MWSC_3067,19 11 38.640,12 02 13.200,[KPS2012]_MWSC_3067
[KPS2012]_MWSC_5338,17 07 47.000,12 06 18.000,
NGC_6840,19 55 19.000,12 07 48.000,NGC_6840
[KPS2012]_MWSC_1365,07 52 05.000,12 10 24.000,[KPS2012]_MWSC_1365
NGC_6843,19 56 11.000,12 10 54.000,NGC_6843
Cl_Alessi_19,18 18 57.840,12 18 39.600,Cl_Alessi_19
[KPS2012]_MWSC_5058,10 08 18.000,12 19 06.000,[KPS2012]_MWSC_5058
[BDS2003]_82,06 14 59.000,12 20 18.000,[BDS2003]_82
[FSR2007]_0960,06 09 50.000,12 20 42.000,[FSR2007]_0960
[FSR2007]_0974,06 32 37.440,12 33 10.800,[FSR2007]_0974
NGC_2664,08 47 22.000,12 36 00.000,NGC_2664
Juchert_1,19 22 30.960,12 40 01.200,Juchert_1
NGC_2194,06 13 45.600,12 48 46.800,NGC_2194
NAME_Skiff_J0614+12.9,06 14 45.840,12 52 12.000,NAME_Skiff_J0614+12.9
[FSR2007]_0952,06 10 17.000,13 01 00.000,[FSR2007]_0952
[FSR2007]_0956,06 12 25.000,13 01 12.000,[FSR2007]_0956
Cl_Berkeley_82,19 11 22.800,13 06 39.600,Cl_Berkeley_82
NGC_1663,04 49 16.000,13 10 12.000,NGC_1663
[FSR2007]_0124,19 06 56.000,13 14 42.000,[FSR2007]_0124
[FSR2007]_0975,06 40 02.400,13 18 36.000,[FSR2007]_0975
[KPS2012]_MWSC_0560,05 29 29.000,13 21 36.000,[KPS2012]_MWSC_0560
[KPS2012]_MWSC_5354,17 25 23.000,13 27 54.000,
[KPS2012]_MWSC_5348,17 19 07.000,13 30 18.000,
NGC_2395,07 27 06.000,13 35 00.000,NGC_2395
[FSR2007]_0942,06 05 56.880,13 40 01.200,[FSR2007]_0942
Cl_King_25,19 24 29.280,13 41 45.600,Cl_King_25
NGC_2355,07 16 59.280,13 46 19.200,NGC_2355
[KPS2012]_MWSC_3091,19 21 04.000,13 45 54.000,[KPS2012]_MWSC_3091
Teutsch_11,06 25 24.480,13 52 40.800,Teutsch_11
Kronberger_13,19 25 16.000,13 56 54.000,Kronberger_13
[KPS2012]_MWSC_3123,19 26 58.000,13 58 30.000,[KPS2012]_MWSC_3123
NGC_2169,06 08 24.000,13 59 24.000,NGC_2169
[FSR2007]_0962,06 23 51.000,14 06 00.000,[FSR2007]_0962
[FSR2007]_0953,06 19 02.880,14 09 00.000,[FSR2007]_0953
[KPS2012]_MWSC_3152,19 40 10.000,14 10 30.000,[KPS2012]_MWSC_3152
[KPS2012]_MWSC_0877,06 29 16.000,14 15 18.000,[KPS2012]_MWSC_0877
[BDS2003]_81,06 15 48.000,14 16 36.000,[BDS2003]_81
[FSR2007]_0939,06 10 58.000,14 23 48.000,[FSR2007]_0939
[FSR2007]_0955,06 23 51.000,14 30 54.000,[FSR2007]_0955
[FSR2007]_0933,06 05 33.000,14 33 06.000,[FSR2007]_0933
[FSR2007]_0932,06 04 20.880,14 34 22.800,[FSR2007]_0932
[KPS2012]_MWSC_0862,06 25 26.000,14 34 30.000,[KPS2012]_MWSC_0862
[FSR2007]_0951,06 22 17.520,14 39 00.000,[FSR2007]_0951
[FSR2007]_0940,06 14 15.000,14 48 00.000,[FSR2007]_0940
Riddle_15,19 11 09.000,14 50 00.000,Riddle_15
Cl_King_26,19 28 56.880,14 52 55.200,Cl_King_26
[FSR2007]_0937,06 13 42.000,15 00 21.600,[FSR2007]_0937
[KPS2012]_MWSC_5804,22 43 53.000,15 02 24.000,
[FSR2007]_0928,06 04 24.000,15 25 12.000,[FSR2007]_0928
[KPS2012]_MWSC_3135,19 30 43.000,15 25 42.000,[KPS2012]_MWSC_3135
NGC_7036,21 10 02.000,15 31 00.000,NGC_7036
[FSR2007]_0133,19 29 47.520,15 33 39.600,[FSR2007]_0133
C_0523+160,05 26 06.000,15 40 12.000,C_0523+160
Cl_Alessi_57,19 20 54.000,15 41 06.000,Cl_Alessi_57
Cl_Berkeley_45,19 19 06.720,15 42 57.600,Cl_Berkeley_45
[FSR2007]_0941,06 21 46.800,15 46 33.600,[FSR2007]_0941
[KPS2012]_MWSC_2904,18 23 04.000,15 51 00.000,[KPS2012]_MWSC_2904
[FSR2007]_0948,06 25 55.200,15 51 32.400,[FSR2007]_0948
[FSR2007]_0931,06 13 00.000,15 55 48.000,[FSR2007]_0931
[KPS2012]_MWSC_0725,06 05 05.000,16 06 00.000,[KPS2012]_MWSC_0725
NGC_7772,23 51 46.000,16 14 42.000,NGC_7772
[BDS2003]_157,19 26 02.000,16 19 48.000,[BDS2003]_157
NGC_1807,05 10 49.000,16 31 18.000,NGC_1807
GAL_192.16-03.82,05 58 12.000,16 31 30.000,GAL_192.16-03.82
NGC_6950,20 41 04.000,16 37 48.000,NGC_6950
[FSR2007]_0921,06 05 10.800,16 41 02.400,[FSR2007]_0921
NGC_1817,05 12 33.360,16 41 45.600,NGC_1817
NGC_2234,06 29 20.000,16 45 30.000,NGC_2234
[KPS2012]_MWSC_2787,18 02 20.000,16 46 24.000,[KPS2012]_MWSC_2787
[FSR2007]_0924,06 10 26.000,16 50 00.000,[FSR2007]_0924
[KPS2012]_MWSC_3418,20 53 10.000,16 53 30.000,[KPS2012]_MWSC_3418
[KPS2012]_MWSC_3112,19 24 29.000,16 53 42.000,[KPS2012]_MWSC_3112
[KPS2012]_MWSC_5333,16 48 54.000,16 54 00.000,
[FSR2007]_0882,05 28 00.000,16 54 54.000,[FSR2007]_0882
[FSR2007]_0936,06 28 35.000,16 55 36.000,[FSR2007]_0936
Cl_Berkeley_29,06 53 04.320,16 55 48.000,Cl_Berkeley_29
[FSR2007]_0923,06 10 34.560,16 58 15.600,[FSR2007]_0923
[FSR2007]_0884,05 32 19.000,17 10 42.000,[FSR2007]_0884
[KPS2012]_MWSC_0578,05 34 59.000,17 16 06.000,[KPS2012]_MWSC_0578
[KPS2012]_MWSC_5343,17 14 22.000,17 18 00.000,
Cl_Berkeley_47,19 28 30.480,17 21 43.200,Cl_Berkeley_47
[KPS2012]_MWSC_2863,18 16 18.000,17 27 00.000,[KPS2012]_MWSC_2863
C_1942+174,19 45 07.000,17 30 36.000,C_1942+174
NGC_7084,21 32 13.000,17 34 30.000,NGC_7084
[KPS2012]_MWSC_0865,06 25 34.000,17 43 12.000,[KPS2012]_MWSC_0865
[KPS2012]_MWSC_0919,06 35 06.720,17 44 24.000,[KPS2012]_MWSC_0919
NGC_6839,19 54 40.000,17 52 12.000,NGC_6839
NGC_2304,06 55 12.480,17 59 02.400,NGC_2304
[FSR2007]_0927,06 24 14.000,18 01 00.000,[FSR2007]_0927
[KPS2012]_MWSC_0533,05 24 56.000,18 18 36.000,[KPS2012]_MWSC_0533
C_1950+182,19 53 12.000,18 19 24.000,C_1950+182
[KPS2012]_MWSC_4301,16 59 20.000,18 21 36.000,[KPS2012]_MWSC_4301
Cl_Alessi_11,20 21 16.000,18 23 24.000,Cl_Alessi_11
[KPS2012]_MWSC_3196,19 52 12.000,18 29 18.000,[KPS2012]_MWSC_3196
NAME_Skiff_J0619+18.5,06 19 18.960,18 32 45.600,NAME_Skiff_J0619+18.5
Kronberger_79,19 33 54.720,18 31 19.200,Kronberger_79
Teutsch_42,19 30 12.960,18 32 06.000,Teutsch_42
[KPS2012]_MWSC_5634,04 35 20.000,18 32 24.000,
[KPR2005]_104,19 38 58.000,18 39 54.000,[KPR2005]_104
[BDS2003]_156,19 31 44.000,18 40 48.000,[BDS2003]_156
Teutsch_27,19 37 22.320,18 42 00.000,Teutsch_27
[KPS2012]_MWSC_0521,05 23 16.000,18 44 48.000,[KPS2012]_MWSC_0521
[FSR2007]_0906,06 07 47.000,18 46 30.000,[FSR2007]_0906
[FSR2007]_0909,06 15 44.000,19 00 18.000,[FSR2007]_0909
IRAS_06117+1901,06 14 46.000,19 01 06.000,IRAS_06117+1901
[FSR2007]_0904,06 07 05.760,19 01 15.600,[FSR2007]_0904
[FSR2007]_0903,06 07 32.000,19 05 42.000,[FSR2007]_0903
[KPS2012]_MWSC_0503,05 18 34.000,19 07 12.000,[KPS2012]_MWSC_0503
NGC_1647,04 45 55.440,19 04 44.400,NGC_1647
[FSR2007]_0900,06 06 28.000,19 13 36.000,[FSR2007]_0900
[KPS2012]_MWSC_5368,18 03 27.000,19 26 48.000,
[KPS2012]_MWSC_5764,21 09 34.000,19 29 12.000,
Cl_Berkeley_44,19 17 15.120,19 33 00.000,Cl_Berkeley_44
NGC_2632,08 40 12.960,19 37 15.600,NGC_2632
C_0622+198,06 25 17.000,19 46 48.000,C_0622+198
[FSR2007]_0851,05 14 38.000,19 48 54.000,[FSR2007]_0851
[KPS2012]_MWSC_5367,18 03 10.000,20 06 06.000,
[KPS2012]_MWSC_3139,19 35 35.000,20 07 30.000,[KPS2012]_MWSC_3139
NGC_2026,05 43 06.000,20 08 42.000,NGC_2026
[KPS2012]_MWSC_0434,04 54 00.000,20 15 18.000,[KPS2012]_MWSC_0434
NGC_6802,19 30 36.240,20 15 43.200,NGC_6802
[FSR2007]_0894,06 04 06.000,20 16 48.000,[FSR2007]_0894
[KPS2012]_MWSC_5627,04 19 10.000,20 20 06.000,
[KPS2012]_MWSC_0635,05 40 58.000,20 21 24.000,[KPS2012]_MWSC_0635
C_1956+203,19 58 46.800,20 30 32.400,C_1956+203
Cl_Berkeley_23,06 33 16.320,20 32 06.000,Cl_Berkeley_23
[FSR2007]_0902,06 18 18.000,20 32 24.000,[FSR2007]_0902
C_0607+206,06 10 52.560,20 37 01.200,C_0607+206
[KPS2012]_MWSC_5782,21 46 01.000,20 49 48.000,
C_0552+208,05 55 23.520,20 52 33.600,C_0552+208
NGC_6873,20 07 41.000,21 05 24.000,NGC_6873
Cl_Czernik_40,19 42 38.640,21 08 42.000,Cl_Czernik_40
Cl_Dias_7,19 49 28.000,21 10 00.000,Cl_Dias_7
NGC_6827,19 48 52.800,21 12 46.800,NGC_6827
[KPS2012]_MWSC_3145,19 37 28.000,21 18 54.000,[KPS2012]_MWSC_3145
[FSR2007]_0841,05 06 21.000,21 31 36.000,[FSR2007]_0841
[KPS2012]_MWSC_0802,06 13 48.960,21 36 28.800,[KPS2012]_MWSC_0802
NGC_2420,07 38 24.480,21 34 30.000,NGC_2420
Cl_Alessi_62,18 56 06.240,21 35 49.200,Cl_Alessi_62
[KPS2012]_MWSC_0393,04 34 35.000,21 40 30.000,[KPS2012]_MWSC_0393
[KGZ2008]_77,05 43 52.000,21 42 18.000,[KGZ2008]_77
Cl_Berkeley_21,05 51 43.200,21 48 43.200,Cl_Berkeley_21
[KPS2012]_MWSC_2806,18 06 27.000,21 54 48.000,[KPS2012]_MWSC_2806
[KPS2012]_MWSC_0670,05 47 47.000,21 57 00.000,[KPS2012]_MWSC_0670
[KPR2005]_107,19 48 39.360,21 59 13.200,[KPR2005]_107
NAME_Basel_11B,05 58 11.280,21 57 54.000,NAME_Basel_11B
[FSR2007]_0883,06 04 22.560,22 02 13.200,[FSR2007]_0883
[KPS2012]_MWSC_0400,04 36 32.000,22 02 06.000,[KPS2012]_MWSC_0400
NGC_6793,19 23 16.080,22 09 32.400,NGC_6793
NGC_6938,20 34 44.000,22 12 36.000,NGC_6938
Cl_Berkeley_72,05 50 14.160,22 14 49.200,Cl_Berkeley_72
[KPS2012]_MWSC_5621,03 48 38.000,22 16 12.000,
[KPS2012]_MWSC_0904,06 33 46.080,22 18 43.200,[KPS2012]_MWSC_0904
[FSR2007]_0891,06 17 34.000,22 25 36.000,[FSR2007]_0891
Kronberger_12,06 14 15.000,22 29 00.000,Kronberger_12
[KPS2012]_MWSC_1191,07 21 49.000,22 30 00.000,[KPS2012]_MWSC_1191
NAME_HIP_23784_Cluster,05 06 52.000,22 34 24.000,NAME_HIP_23784_Cluster
[KPS2012]_MWSC_5018,07 34 30.000,22 49 30.000,
[KPS2012]_MWSC_4383,17 58 44.000,23 03 00.000,[KPS2012]_MWSC_4383
[KPS2012]_MWSC_5602,03 04 56.000,23 05 42.000,
NGC_6830,19 50 52.320,23 06 03.600,NGC_6830
[KPS2012]_MWSC_0852,06 23 08.000,23 11 54.000,[KPS2012]_MWSC_0852
Teutsch_40,19 29 22.000,23 18 00.000,Teutsch_40
NGC_6823,19 43 10.560,23 19 15.600,NGC_6823
[KPS2012]_MWSC_3181,19 48 02.160,23 21 10.800,[KPS2012]_MWSC_3181
NGC_2129,06 01 06.000,23 19 40.800,NGC_2129
C_0615+236,06 19 12.000,23 21 00.000,C_0615+236
[KPS2012]_MWSC_0848,06 22 14.000,23 24 36.000,[KPS2012]_MWSC_0848
NGC_6659,18 34 08.000,23 35 54.000,
[KPR2004b]_492,20 43 30.000,23 52 15.600,[KPR2004b]_492
[KPS2012]_MWSC_0446,04 59 25.000,23 48 12.000,[KPS2012]_MWSC_0446
NGC_1746,05 04 34.000,23 49 48.000,NGC_1746
[BDS2003]_77,05 50 13.000,23 52 42.000,[BDS2003]_77
C_1943+238,19 45 02.640,23 58 37.200,C_1943+238
[KPS2012]_MWSC_5038,09 14 18.000,23 56 24.000,
[KPS2012]_MWSC_3081,19 17 08.000,23 58 48.000,[KPS2012]_MWSC_3081
IC_2157,06 04 43.920,24 05 27.600,IC_2157
NGC_2158,06 07 26.880,24 05 56.400,NGC_2158
[KPS2012]_MWSC_5623,04 01 08.000,24 06 54.000,
NGC_1802,05 10 07.000,24 10 48.000,NGC_1802
Dol-Dzim_8,17 25 59.000,24 11 00.000,
[KPS2012]_MWSC_3392,20 40 26.000,24 13 12.000,[KPS2012]_MWSC_3392
Teutsch_7,19 47 42.720,24 16 22.800,Teutsch_7
C_0605+242,06 08 47.280,24 16 51.600,C_0605+242
M_35,06 09 05.280,24 20 09.600,M_35
Cl_Melotte_22,03 46 24.240,24 06 50.400,Cl_Melotte_22
[KPS2012]_MWSC_0851,06 23 02.000,24 31 54.000,[KPS2012]_MWSC_0851
[FSR2007]_0869,06 09 59.760,24 34 01.200,[FSR2007]_0869
[KPR2005]_25,06 45 32.000,24 35 42.000,[KPR2005]_25
[KPS2012]_MWSC_3177,19 46 21.120,24 36 46.800,[KPS2012]_MWSC_3177
[KGZ2008]_62,06 18 02.000,24 41 42.000,[KGZ2008]_62
[KPS2012]_MWSC_0662,05 45 01.680,24 44 24.000,[KPS2012]_MWSC_0662
NGC_6800,19 26 39.360,25 00 28.800,NGC_6800
[FSR2007]_0852,05 53 27.120,25 11 24.000,[FSR2007]_0852
C_1933+251,19 36 35.040,25 09 46.800,C_1933+251
[FSR2007]_0162,20 01 34.000,25 12 54.000,[FSR2007]_0162
Cl_Czernik_41,19 51 00.960,25 17 24.000,Cl_Czernik_41
[KPS2012]_MWSC_3219,20 00 21.000,25 25 12.000,[KPS2012]_MWSC_3219
[KPS2012]_MWSC_3286,20 13 32.400,25 25 48.000,[KPS2012]_MWSC_3286
[KPS2012]_MWSC_0576,05 34 23.000,25 33 48.000,[KPS2012]_MWSC_0576
[SSW94]_e,19 39 35.000,25 39 06.000,[SSW94]_e
[FSR2007]_0858,06 09 10.000,25 40 48.000,[FSR2007]_0858
NGC_6904,20 21 50.000,25 44 06.000,NGC_6904
NGC_1996,05 38 11.000,25 45 00.000,NGC_1996
[FSR2007]_0849,05 51 16.000,25 46 12.000,[FSR2007]_0849
[KPS2012]_MWSC_5779,21 43 43.000,25 49 12.000,
Dol-Dzim_4,05 35 50.000,25 57 00.000,
[FSR2007]_0773,04 29 40.000,26 00 18.000,[FSR2007]_0773
[KPS2012]_MWSC_3182,19 47 57.600,26 02 24.000,[KPS2012]_MWSC_3182
[KPS2012]_MWSC_0357,04 17 58.000,26 12 42.000,[KPS2012]_MWSC_0357
Kronberger_31,19 40 11.000,26 15 00.000,Kronberger_31
[KGZ2008]_53,06 08 53.040,26 15 50.400,[KGZ2008]_53
Cl_Melotte_111,12 23 56.000,26 18 00.000,Cl_Melotte_111
NGC_2248,06 34 37.000,26 18 18.000,NGC_2248
[KPS2012]_MWSC_0674,05 48 50.000,26 21 54.000,[KPS2012]_MWSC_0674
Dol-Dzim_3,05 33 34.000,26 28 06.000,
NGC_6885,20 12 02.000,26 30 54.000,NGC_6885
[KPS2012]_MWSC_3401,20 42 43.000,26 32 36.000,[KPS2012]_MWSC_3401
[KPS2012]_MWSC_0345,04 09 53.000,26 34 12.000,[KPS2012]_MWSC_0345
[KPS2012]_MWSC_3399,20 42 14.000,26 35 12.000,[KPS2012]_MWSC_3399
[KPS2012]_MWSC_3210,19 58 11.040,26 45 39.600,[KPS2012]_MWSC_3210
NGC_6882,20 11 48.000,26 48 36.000,NGC_6882
Teutsch_51,05 53 51.120,26 50 02.400,Teutsch_51
[BDS2003]_15,19 49 12.000,26 50 06.000,[BDS2003]_15
[KPS2012]_MWSC_3166,19 44 44.000,26 54 18.000,[KPS2012]_MWSC_3166
"S_242,Sh2_242",05 52 13.000,26 57 30.000,
NGC_2266,06 43 19.680,26 58 33.600,NGC_2266
[KPS2012]_MWSC_5901,07 30 14.000,27 01 12.000,
[KPS2012]_MWSC_3244,20 04 52.320,27 03 25.200,[KPS2012]_MWSC_3244
[KPS2012]_MWSC_0845,06 21 48.000,27 06 00.000,[KPS2012]_MWSC_0845
C_0147+270,01 50 10.000,27 06 54.000,C_0147+270
[KPS2012]_MWSC_0965,06 43 08.000,27 09 54.000,[KPS2012]_MWSC_0965
[BDS2003]_16,19 55 00.000,27 13 00.000,[BDS2003]_16
[KPS2012]_MWSC_0372,04 21 42.000,27 14 06.000,[KPS2012]_MWSC_0372
NGC_2331,07 06 43.000,27 15 18.000,NGC_2331
NAME_S_Vul_Cluster,19 48 27.000,27 17 42.000,NAME_S_Vul_Cluster
Dutra-Cl_Bica_83,05 52 05.000,27 22 42.000,
[KPR2005]_105,19 42 11.520,27 21 57.600,[KPR2005]_105
[KPS2012]_MWSC_0471,05 08 12.000,27 32 06.000,[KPS2012]_MWSC_0471
[KPS2012]_MWSC_3264,20 07 43.000,27 33 24.000,[KPS2012]_MWSC_3264
[KPS2012]_MWSC_3174,19 45 54.000,27 51 00.000,[KPS2012]_MWSC_3174
Kronberger_4,19 45 11.280,28 09 36.000,Kronberger_4
NGC_6940,20 34 30.240,28 16 40.800,NGC_6940
[KPS2012]_MWSC_3279,20 11 59.000,28 18 36.000,[KPS2012]_MWSC_3279
Cl_Berkeley_83,20 01 25.440,28 38 42.000,Cl_Berkeley_83
C_0453+287,04 57 01.920,28 45 46.800,C_0453+287
[KGZ2008]_49,05 44 23.040,28 49 40.800,[KGZ2008]_49
[KPS2012]_MWSC_5365,17 54 14.000,28 51 00.000,
Cl_Czernik_23,05 50 06.000,28 53 52.800,Cl_Czernik_23
Cl_Berkeley_52,20 14 29.040,28 56 49.200,Cl_Berkeley_52
[FSR2007]_0826,05 43 03.600,28 59 20.400,[FSR2007]_0826
[KPS2012]_MWSC_2881,18 18 21.000,29 06 36.000,[KPS2012]_MWSC_2881
[FSR2007]_0178,20 13 10.000,29 06 48.000,[FSR2007]_0178
[KPS2012]_MWSC_3218,20 00 00.960,29 12 54.000,[KPS2012]_MWSC_3218
NGC_1896,05 25 39.000,29 15 36.000,NGC_1896
NAME_SU_Cygni_Cluster,19 44 39.600,29 29 38.400,NAME_SU_Cygni_Cluster
NGC_6743,19 01 14.000,29 18 48.000,NGC_6743
NGC_6834,19 52 12.480,29 23 56.400,NGC_6834
[KPS2012]_MWSC_0650,05 42 35.000,29 32 54.000,[KPS2012]_MWSC_0650
Cl_Berkeley_19,05 24 03.360,29 34 30.000,Cl_Berkeley_19
[KPS2012]_MWSC_0736,06 07 47.000,29 38 24.000,[KPS2012]_MWSC_0736
[FSR2007]_0756,04 24 13.000,29 42 54.000,[FSR2007]_0756
[KPS2012]_MWSC_1022,06 55 17.520,29 44 42.000,[KPS2012]_MWSC_1022
[KPS2012]_MWSC_0407,04 39 43.000,29 44 42.000,[KPS2012]_MWSC_0407
Teutsch_43,19 42 46.000,29 51 00.000,Teutsch_43
[FSR2007]_0828,05 52 18.960,29 54 03.600,[FSR2007]_0828
[FSR2007]_0821,05 41 53.000,29 55 12.000,[FSR2007]_0821
[KPS2012]_MWSC_5044,09 25 08.000,29 55 30.000,
[KPR2005]_102,19 24 41.000,29 57 36.000,[KPR2005]_102
[KPS2012]_MWSC_5033,08 55 57.000,30 09 18.000,
[KPS2012]_MWSC_1113,07 07 37.000,30 10 12.000,[KPS2012]_MWSC_1113
[KPR2005]_17,05 25 19.000,30 10 54.000,[KPR2005]_17
[KPS2012]_MWSC_0480,05 10 58.000,30 12 18.000,[KPS2012]_MWSC_0480
C_0545+302,05 48 58.080,30 11 24.000,C_0545+302
[KPS2012]_MWSC_5800,22 36 23.000,30 14 24.000,
[FSR2007]_0839,06 04 03.000,30 16 12.000,[FSR2007]_0839
[KPS2012]_MWSC_1027,06 56 39.000,30 28 42.000,[KPS2012]_MWSC_1027
NAME_Latham_1,13 11 15.000,30 31 30.000,NAME_Latham_1
