Simbad_ID,Name_webda,RA_2000_webda,Dec_2000_webda,l_webda,b_webda,Dist_webda,Mod_webda,EB-V_webda,Age_webda,ST_webda,Z_webda,Diam_webda,Fe/H_webda,MRV_webda,pm RA_webda,pm Dec_webda,Measures_webda,Stars_webda
NGC_6383,NGC_6383,17 34 48,-32 34 00,355.69,0.040999999999999995,985.0,10.89,0.298,6.962000000000001,O7,0.7,20.0,,7.0,1.58,-2.0,6176,5791
Cl_Trumpler_27,Trumpler_27,17 36 20,-33 31 00,355.064,-0.742,1211.0,14.12,1.194,7.063,O9,-15.7,6.0,,,-0.92,-0.57,76,64
Cl_Trumpler_28,Trumpler_28,17 37 00,-32 29 00,356.01,-0.304,1343.0,12.91,0.733,7.29,,-7.1,5.0,,,-0.58,-2.02,269,227
NGC_6396,NGC_6396,17 37 36,-35 01 36,353.93,-1.774,1192.0,13.25,0.9259999999999999,7.506,,-36.9,3.0,,-29.0,,,9,9
ESO_139-13,ESO_139-13,17 37 41,-58 07 48,333.98199999999997,-13.805,1500.0,11.5,0.2,8.78,,-357.8,10.0,,,-0.57,1.57,5,5
Cl_Ruprecht_127,Ruprecht_127,17 37 51,-36 18 00,352.88,-2.498,1466.0,13.9,0.99,7.351,,-63.9,5.0,,-29.9,,,157,155
C_1734-375,Collinder_338,17 38 06,-37 43 12,351.7,-3.29,880.0,10.5,0.25,8.65,,-50.5,31.2,,,2.89,-3.97,42,42
[KPR2005]_90,ASCC_90,17 39 07,-34 47 59,354.28,-1.91,500.0,9.43,0.3,8.81,,-16.7,43.2,,,-2.49,-3.64,61,61
NGC_6400,NGC_6400,17 40 12,-36 57 00,352.58,-3.24,950.0,10.23,0.11,8.78,,-53.7,25.2,,,-0.94,-2.92,25,25
NGC_6405,NGC_6405,17 40 20,-32 15 12,356.58,-0.777,487.0,8.88,0.14400000000000002,7.974,B5,-6.6,20.0,0.06,10.4,-2.19,-5.4,740,647
C_1738-400,Trumpler_29,17 41 31,-40 09 00,349.98,-5.14,760.0,9.99,0.19,8.69,,-68.1,21.6,,,1.45,-4.64,31,31
Cl_Alessi_9,Alessi_9,17 43 55,-47 10 48,344.13,-9.13,195.0,6.67,0.07,8.42,,-30.9,168.0,,-11.6,11.59,-9.72,797,797
NGC_6416,NGC_6416,17 44 19,-32 21 42,356.93199999999996,-1.5490000000000002,741.0,10.13,0.251,8.087,A0,-20.0,14.0,,,-1.39,0.2,69,69
Cl_Collinder_347,Collinder_347,17 46 18,-29 20 00,359.73800000000006,-0.33399999999999996,1514.0,14.5,1.16,7.08,,-8.8,10.0,,,,,6,6
IC_4665,IC_4665,17 46 18,+05 43 00,30.619,17.082,352.0,8.27,0.174,7.6339999999999995,B4,103.4,70.0,,-13.0,-0.86,-8.1,922,921
NGC_6425,NGC_6425,17 47 01,-31 31 48,357.94,-1.6059999999999999,778.0,10.69,0.39899999999999997,7.347,,-21.8,10.0,,,3.11,-2.79,365,353
C_1745+013,Collinder_350,17 48 07,+01 21 00,26.79,14.69,280.0,8.38,0.37,8.61,,71.0,66.0,,,-3.55,0.02,60,60
[KPR2005]_91,ASCC_91,17 48 54,-37 21 36,353.13,-4.93,800.0,9.82,0.1,8.65,,-68.8,36.0,,,2.29,-4.92,41,41
Cl_Collinder_351,Collinder_351,17 49 00,-28 44 09,0.555,-0.529,1310.0,12.76,0.7,8.2,,-12.1,7.0,,,,,3388,3388
Cl_Ruprecht_131,Ruprecht_131,17 49 15,-29 15 00,0.14,-0.84,600.0,9.2,0.1,9.17,,-8.8,13.2,,,-0.4,-2.41,12,12
NGC_6444,NGC_6444,17 49 33,-34 49 11,355.39,-3.75,560.0,9.11,0.12,9.0,,-36.6,20.4,,,1.61,-0.4,20,20
[KPR2005]_92,ASCC_92,17 51 07,-11 52 48,15.35,7.63,650.0,9.84,0.25,9.01,,86.3,36.0,,,-7.68,-4.91,18,18
Cl_Ruprecht_168,Ruprecht_168,17 52 46,-28 26 00,1.238,-1.085,820.0,12.86,1.06,9.3,,-15.5,4.0,,,,,1152,1152
NGC_6469,NGC_6469,17 53 13,-22 19 11,6.55,1.94,550.0,9.63,0.3,8.36,B8,18.6,18.0,,,3.04,-1.2,22,22
Cl_Czernik_37,Czernik_37,17 53 16,-27 22 00,2.213,-0.638,,,,,,,3.0,,,,,403,403
NGC_6475,NGC_6475,17 53 51,-34 47 36,355.861,-4.501,301.0,7.71,0.10300000000000001,8.475,B8,-23.6,80.0,,-9.2,1.67,-3.6,304,267
C_1753-353,Trumpler_30,17 56 45,-35 16 12,355.74,-5.25,1000.0,10.68,0.22,8.31,,-91.5,15.6,,,3.82,-0.13,16,16
M_23,NGC_6494,17 57 04,-18 59 06,9.894,2.8339999999999996,628.0,10.09,0.35600000000000004,8.477,B9,31.0,29.0,0.09,-8.6,1.37,-1.2,134,125
C_1755-116,Ruprecht_135,17 58 12,-11 39 00,16.421,6.234,1850.0,14.75,1.1,8.7,,200.9,4.0,,,,,467,467
Cl_Ruprecht_169,Ruprecht_169,17 59 23,-24 46 00,5.151,-0.518,1390.0,12.76,0.66,9.0,,-12.6,3.0,,,,,724,724
C_1756-281,Trumpler_31,17 59 49,-28 10 00,2.248,-2.293,986.0,11.05,0.35,8.87,,-39.4,5.0,,,,,35,35
NGC_6507,NGC_6507,17 59 50,-17 27 00,11.554,3.028,1230.0,13.08,0.85,8.6,,65.0,14.0,,,,,3354,3354
Cl_Ruprecht_138,Ruprecht_138,17 59 54,-24 41 00,5.282,-0.579,930.0,10.4,0.18,9.3,,-9.4,6.0,,,,,982,982
Cl_Ruprecht_137,Ruprecht_137,18 00 17,-25 14 00,4.848,-0.927,1450.0,12.88,0.67,8.9,,-23.5,5.0,,,,,746,746
Cl_Ruprecht_139,Ruprecht_139,18 01 01,-23 31 48,6.41,-0.22,550.0,9.17,0.15,9.05,,-2.1,15.6,,,-1.1,-2.19,10,10
Cl_Melotte_186,Collinder_359,18 01 06,+02 54 00,29.75,12.517000000000001,249.0,7.58,0.193,7.506,B3,54.0,240.0,,,0.14,-9.1,505,505
Cl_Bochum_14,Bochum_14,18 02 00,-23 41 00,6.388,-0.499,578.0,13.48,1.508,6.996,,-5.0,2.0,,,,,3,3
M_20,NGC_6514,18 02 42,-22 58 18,7.086,-0.287,816.0,10.15,0.19,7.367999999999999,O5,-4.1,28.0,,-22.0,0.06,-0.9,25,25
NGC_6520,NGC_6520,18 03 24,-27 53 18,2.8810000000000002,-2.844,1577.0,12.33,0.431,7.724,,-78.2,5.0,,,0.69,-2.65,8733,8490
M_21,NGC_6531,18 04 13,-22 29 24,7.6770000000000005,-0.355,1205.0,11.28,0.281,7.07,B0,-7.5,14.0,,-16.0,2.28,-3.05,1155,1041
NGC_6530,NGC_6530,18 04 31,-24 21 30,6.082999999999999,-1.331,1330.0,11.65,0.33299999999999996,6.867000000000001,O5,-30.9,14.0,,-30.0,0.58,-2.09,2695,1738
NGC_6546,NGC_6546,18 07 22,-23 17 48,7.327999999999999,-1.382,938.0,11.38,0.491,7.849,,-22.6,14.0,,,-2.41,-0.7,19,19
[KPR2005]_93,ASCC_93,18 08 13,-22 15 36,8.33,-1.04,2500.0,12.86,0.28,7.22,,-45.4,32.4,,-23.33,-2.18,-1.8,54,54
Cl_VDB_113,vdBergh_113,18 08 52,-21 25 12,9.13,-0.77,3470.0,14.5,0.58,7.5,,-46.6,27.6,,-16.0,-0.26,-2.47,41,41
ESO_521-38,ESO_521-38,18 09 25,-24 31 48,6.476,-2.3890000000000002,1800.0,11.96,0.22,8.1,,-74.7,10.0,,,0.41,-2.71,10,10
C_1806-240,Collinder_367,18 09 43,-23 39 35,7.27,-2.02,1200.0,11.48,0.35,6.84,B1,-42.3,48.0,,-3.17,1.16,-2.03,70,70
NGC_6561,NGC_6561,18 10 29,-16 43 47,13.42,1.16,3400.0,13.9,0.4,6.92,,68.8,21.6,,-17.93,0.02,0.02,22,22
NGC_6568,NGC_6568,18 12 43,-21 36 00,9.41,-1.64,1000.0,10.77,0.25,8.71,,-28.6,26.4,,,-1.43,-1.71,48,48
ESO_522-5,ESO_522-05,18 12 53,-24 21 48,7.001,-3.0010000000000003,660.0,14.74,1.82,9.51,,-34.6,4.0,,,,,463,463
Mrk_38,Markarian_38,18 15 17,-19 00 00,11.982999999999999,-0.9309999999999999,1471.0,12.09,0.405,6.882000000000001,O9,-23.9,2.0,,-18.0,0.07,-2.2,20,18
[KPR2005]_94,ASCC_94,18 15 36,-14 59 23,15.54,0.92,850.0,10.27,0.2,8.78,,13.6,30.0,,-26.0,0.38,-0.08,52,52
[KPR2005]_95,ASCC_95,18 16 04,-25 42 35,6.15,-4.27,1500.0,11.87,0.32,8.04,,-111.7,38.4,,,-1.16,-1.94,48,48
Cl_Turner_2,Turner_2,18 17 12,-18 49 30,12.11,-1.324,1190.0,11.49,0.36,8.0,,-27.5,7.0,,,,,1454,1454
Cl_Trumpler_32,Trumpler_32,18 17 30,-13 21 00,17.207,1.288,1720.0,13.16,0.64,8.48,,38.7,5.0,,,,,1786,1786
NGC_6596,NGC_6596,18 17 31,-16 38 59,14.3,-0.28,1100.0,10.67,0.15,8.6,,-5.4,20.4,,,2.94,-2.47,29,29
NAME_Dias_5,Dias_5,18 17 38,-19 40 12,11.65,-1.73,1760.0,12.25,0.33,7.14,,-53.1,14.4,,-5.25,1.92,-0.37,12,12
NGC_6604,NGC_6604,18 18 03,-12 14 30,18.247,1.695,1696.0,14.15,0.97,6.81,O9,50.2,5.0,,18.0,-0.02,-2.74,188,134
M_16,NGC_6611,18 18 48,-13 48 24,16.954,0.7929999999999999,1749.0,13.64,0.782,6.8839999999999995,O6,24.2,6.0,,23.5,0.07,-0.28,22189,19839
Cl_Alessi_19,Alessi_19,18 19 04,+12 10 48,40.29,12.63,550.0,8.83,0.04,8.05,,120.3,90.0,,-5.1,-0.47,-6.97,187,187
M_18,NGC_6613,18 19 58,-17 06 06,14.183,-1.011,1296.0,11.96,0.45,7.223,B3,-22.9,5.0,,-14.0,-1.02,-1.33,222,142
NAME_Cl_Ferrero_1,ASCC_96,18 20 05,-32 22 11,0.63,-8.14,750.0,9.84,0.15,8.27,,-106.2,30.0,,-35.0,-1.29,-4.71,43,43
NGC_6618,NGC_6618,18 20 47,-16 10 18,15.095,-0.746,1300.0,15.25,1.51,6.0,O5,-16.9,25.0,,,1.79,-1.96,43,42
Cl_Ruprecht_140,Ruprecht_140,18 21 51,-33 13 00,0.035,-8.855,2950.0,13.5,0.37,7.5,,-454.1,6.0,,,,,712,712
NGC_6625,NGC_6625,18 22 49,-11 57 42,19.043,0.799,1335.0,14.38,1.21,8.7,,18.6,16.0,,,,,2992,2992
Cl_Trumpler_33,Trumpler_33,18 24 42,-19 43 00,12.397,-3.228,1755.0,12.33,0.35700000000000004,7.685,,-98.8,5.0,,,,,20,20
NGC_6633,NGC_6633,18 27 15,+06 30 30,36.010999999999996,8.328,376.0,8.44,0.182,8.629,B6,54.5,20.0,0.0,-29.1,-0.21,-1.6,474,473
Cl_Dias_6,Dias_6,18 30 27,-12 19 40,19.588,-1.022,1580.0,13.81,0.91,8.78,,-28.2,8.0,,,,,1032,1032
NGC_6639,NGC_6639,18 30 57,-13 08 59,18.91,-1.51,700.0,9.85,0.2,8.86,,-18.4,21.6,,7.0,2.31,-1.5,18,18
Cl_Ruprecht_141,Ruprecht_141,18 31 19,-12 19 11,19.69,-1.2,5500.0,15.47,0.57,6.92,,-115.2,13.2,,30.7,0.57,-2.68,8,8
IC_4725,IC_4725,18 31 47,-19 07 00,13.702,-4.434,620.0,10.44,0.47600000000000003,7.965,B5,-47.9,29.0,0.17,2.4,-4.01,-5.7,401,260
Cl_Ruprecht_142,Ruprecht_142,18 32 12,-12 14 00,19.87,-1.358,1735.0,14.02,0.91,8.6,,-41.1,6.0,,,,,1062,1062
C_1829-160,Ruprecht_171,18 32 12,-16 03 00,16.48,-3.116,1140.0,10.66,0.12,9.51,,-62.0,12.0,,,,,2536,2536
NGC_6645,NGC_6645,18 32 37,-16 53 00,15.784,-3.5869999999999997,1245.0,11.59,0.36,8.6,B9,-77.9,14.0,,,,,2617,2617
NGC_6647,NGC_6647,18 32 49,-17 13 42,15.245999999999999,-3.5639999999999996,2200.0,13.39,0.54,9.2,,-136.8,13.0,,,,,2397,2397
NGC_6649,NGC_6649,18 33 27,-10 24 12,21.635,-0.785,1369.0,14.41,1.2009999999999998,7.566,,-18.8,5.0,,-8.8,,,24,24
NGC_6664,NGC_6664,18 36 42,-08 13 00,23.945,-0.491,1164.0,12.53,0.7090000000000001,7.162000000000001,B3,-10.0,12.0,,17.8,-0.31,-2.31,291,276
Cl_Alessi_40,ASCC_97,18 36 57,-19 13 11,14.16,-5.56,800.0,10.76,0.4,7.88,,-77.5,51.6,,,-2.09,-6.21,65,65
IC_4756,IC_4756,18 39 00,+05 27 00,36.381,5.242000000000001,484.0,9.02,0.192,8.699,B7,44.2,39.0,-0.06,-25.8,-0.14,-3.4,360,266
Cl_Trumpler_34,Trumpler_34,18 39 48,-08 25 00,24.119,-1.264,1738.0,12.94,0.56,8.1,,-38.3,5.0,,,,,623,623
[KPR2005]_98,ASCC_98,18 42 35,-33 37 48,1.54,-12.94,800.0,9.64,0.04,8.33,,-179.1,78.0,,-54.0,0.69,-5.26,184,184
Cl_Trumpler_35,Trumpler_35,18 42 54,-04 08 00,28.281,0.011000000000000001,1206.0,14.18,1.218,7.862,B4,0.2,5.0,,-4.7,,,1,1
M_26,NGC_6694,18 45 18,-09 23 00,23.879,-2.9139999999999997,1600.0,12.85,0.589,7.931,B5,-81.3,7.0,,-9.2,-1.73,-0.91,33,29
C_1845-059,Basel_1,18 48 12,-05 51 00,27.355,-1.9469999999999998,2178.0,13.18,0.48200000000000004,7.893,B4,-74.0,5.0,,,,,849,837
[KPR2005]_99,ASCC_99,18 49 04,-18 43 47,15.89,-7.91,280.0,7.7,0.15,8.71,,-38.5,27.6,,-31.29,6.9,-2.5,25,25
Cl_Czernik_38,Czernik_38,18 49 42,+04 56 00,37.128,2.633,1280.0,13.92,1.09,9.05,,58.8,10.0,,,,,1675,1675
Cl_Ruprecht_145,Ruprecht_145,18 50 34,-18 13 11,16.51,-8.01,770.0,10.21,0.25,8.64,,-107.3,44.4,,,6.43,-4.51,89,89
NGC_6704,NGC_6704,18 50 45,-05 12 18,28.219,-2.218,2974.0,14.59,0.7170000000000001,7.8629999999999995,B2,-115.1,5.0,,,,,24,24
NGC_6705,NGC_6705,18 51 05,-06 16 12,27.307,-2.7760000000000002,1877.0,12.69,0.426,8.302,B8,-90.9,13.0,0.13,34.4,-4.63,-1.1,23627,21664
NGC_6709,NGC_6709,18 51 18,+10 19 06,42.12,4.715,1075.0,11.1,0.304,8.177999999999999,B5,88.4,14.0,,-21.0,0.96,-2.3,57,47
C_1850-204,Collinder_394,18 52 28,-20 19 00,14.883,-9.236,690.0,9.92,0.235,7.803,,-110.7,22.0,,6.0,-2.42,-7.2,92,62
NAME_del_Lyr_Cluster,Stephenson_1,18 53 30,+36 55 00,66.863,15.515,390.0,8.08,0.04,7.731,B5,104.3,20.0,,,,,186,135
NGC_6716,NGC_6716,18 54 34,-19 54 06,15.395,-9.593,789.0,10.17,0.22,7.961,B5,-131.5,10.0,,,-0.87,-3.3,361,337
ESO_524-1,ESO_524-01,18 56 39,-26 57 48,9.062999999999999,-12.991,2800.0,13.17,0.3,9.51,,-629.4,6.0,,,,,211,211
NGC_6728,NGC_6728,18 58 44,-08 58 12,25.74,-5.68,1000.0,10.47,0.15,8.93,,-99.0,15.6,,,2.25,-0.8,16,16
NGC_6738,NGC_6738,19 01 21,+11 36 54,44.398,3.102,,,,,,,15.0,,,,,5350,5350
[KPR2005]_100,ASCC_100,19 01 37,+33 34 11,64.37,12.67,350.0,7.78,0.02,8.01,,76.8,37.2,,-22.89,2.29,-1.51,47,47
NGC_6737,NGC_6737,19 02 20,-18 32 59,17.434,-10.67,2120.0,13.99,0.76,8.7,,-392.5,8.0,,,,,522,522
NGC_6755,NGC_6755,19 07 49,+04 16 00,38.598,-1.6880000000000002,1421.0,13.32,0.826,7.718999999999999,B2,-41.9,14.0,,18.7,-0.37,-3.71,16622,16604
Cl_Berkeley_82,Berkeley_82,19 11 24,+13 04 00,46.815,1.5859999999999999,860.0,12.84,1.021,7.492999999999999,,23.8,2.0,,,,,25,25
[KPR2005]_101,ASCC_101,19 13 37,+36 19 48,67.99,11.59,350.0,7.72,0.0,8.52,,70.3,43.2,,,0.81,1.87,69,69
Cl_Berkeley_43,Berkeley_43,19 15 36,+11 13 00,45.652,-0.182,1355.0,15.37,1.52,8.6,,-4.3,5.0,,,,,840,840
NGC_6774,Ruprecht_147,19 16 40,-16 17 59,20.99,-12.81,175.0,6.68,0.15,9.39,,-38.8,147.6,,41.0,-0.56,-27.74,661,661
NGC_6791,NGC_6791,19 20 53,+37 46 18,69.959,10.904000000000002,4100.0,13.43,0.11699999999999999,9.642999999999999,F2,775.6,10.0,0.15,-57.0,-3.17,-7.74,8472,8377
NGC_6793,NGC_6793,19 23 13,+22 08 23,56.16,3.32,1100.0,10.73,0.17,8.64,,63.7,18.0,,,3.9,1.09,21,21
Cl_King_25,King_25,19 24 30,+13 42 00,48.865,-0.935,,,,,,,5.0,,,,,1052,1052
[KPR2005]_102,ASCC_102,19 24 50,+29 57 00,63.27,6.64,1500.0,10.88,0.0,8.79,,173.4,21.6,,,-0.41,-2.45,23,23
NGC_6800,NGC_6800,19 27 07,+25 08 23,59.23,3.95,1000.0,11.24,0.4,8.59,A0,68.9,15.6,,,1.65,4.27,22,22
ESO_525-8,ESO_525-08,19 27 17,-23 34 48,15.117,-18.027,1640.0,12.19,0.36,9.0,,-507.5,5.0,,,,,119,119
Cl_Berkeley_47,Berkeley_47,19 28 36,+17 22 06,52.56100000000001,-0.057999999999999996,1420.0,14.05,1.06,8.2,,-1.4,3.0,,,,,7304,7304
Cl_King_26,King_26,19 29 00,+14 52 00,50.41,-1.339,2600.0,16.0,1.27,8.64,,-60.8,2.0,,,,,1792,1792
NGC_6802,NGC_6802,19 30 35,+20 15 42,55.326,0.9159999999999999,1124.0,12.88,0.848,8.87,B6,18.0,5.0,,,,,16,14
C_1933+251,Stock_1,19 35 48,+25 13 00,60.247,2.2569999999999997,320.0,7.99,0.15,,A0,12.6,80.0,,,,,160,160
[KPR2005]_103,ASCC_103,19 36 10,+35 40 11,69.48,7.22,700.0,9.23,0.0,8.37,,88.0,43.2,,,-1.35,-2.3,97,97
NGC_6811,NGC_6811,19 37 17,+46 23 18,79.21,12.015,1215.0,10.92,0.16,8.799,A0,252.9,14.0,,7.1,-5.47,-7.53,55,55
[KPR2005]_104,ASCC_104,19 38 52,+18 41 24,54.9,-1.55,800.0,10.54,0.33,7.71,,-21.6,57.6,,-5.65,-0.09,-4.65,107,107
NGC_6819,NGC_6819,19 41 18,+40 11 12,73.97800000000001,8.481,2360.0,12.6,0.23800000000000002,9.174,A0,348.1,5.0,0.07,4.8,-3.14,-3.34,7966,7797
[KPR2005]_105,ASCC_105,19 41 45,+27 22 47,62.78,2.16,500.0,8.77,0.09,8.0,,18.8,72.0,,-18.75,0.91,-3.76,181,181
Cl_Czernik_40,Czernik_40,19 42 36,+21 09 14,57.476000000000006,-1.1,3090.0,15.52,0.99,8.9,,-59.3,4.0,,,,,2355,2355
Cl_Alessi_44,ASCC_106,19 43 08,+01 36 00,40.34,-10.73,500.0,9.58,0.35,8.42,,-93.1,79.2,,,-1.16,-2.74,89,89
NGC_6823,NGC_6823,19 43 09,+23 18 00,59.402,-0.14400000000000002,1893.0,14.01,0.845,6.82,O7,-4.8,6.0,,11.0,-1.41,-3.04,702,563
NAME_SU_Cygni_Cluster,Turner_9,19 44 49,+29 15 54,64.76100000000001,2.505,852.0,9.65,0.15,8.2,,37.2,33.0,,,,,29,29
C_1942+174,Roslund_1,19 45 00,+17 31 12,54.6,-3.39,670.0,9.28,0.05,8.47,,-39.6,18.0,,,1.18,-7.08,20,20
C_1943+238,Roslund_2,19 45 25,+23 55 12,60.19,-0.28,2000.0,14.3,0.9,6.89,,-9.8,27.6,,-5.0,-1.88,-4.24,23,23
NAME_S_Vul_Cluster,Turner_1,19 48 25,+27 17 35,63.453,0.8290000000000001,1675.0,12.6,0.47600000000000003,7.46,,24.2,4.0,,,,,20,20
[KPR2005]_107,ASCC_107,19 48 32,+21 57 35,58.86,-1.89,700.0,9.85,0.2,8.41,,-23.1,13.2,,-7.0,0.89,-4.48,10,10
Cl_Dias_7,Dias_7,19 49 21,+21 10 12,58.278999999999996,-2.454,2540.0,13.3,0.42,9.3,,-108.7,10.0,,,,,6877,6877
NGC_6828,NGC_6828,19 50 16,+07 54 00,46.82,-9.27,600.0,9.51,0.2,8.56,,-96.7,21.6,,-21.0,-1.12,-2.9,22,22
NGC_6830,NGC_6830,19 50 59,+23 06 00,60.135,-1.8,1639.0,12.63,0.501,7.572,B0,-51.5,5.0,,,0.89,-2.76,5,5
Cl_Czernik_41,Czernik_41,19 51 01,+25 16 07,62.005,-0.701,1360.0,14.64,1.28,8.7,,-16.6,7.0,,,,,762,762
Cl_Dias_8,Dias_8,19 52 06,+11 38 04,50.336000000000006,-7.821000000000001,2220.0,12.65,0.3,9.35,,-302.1,10.0,,,,,3229,3229
NGC_6834,NGC_6834,19 52 12,+29 24 30,65.69800000000001,1.189,2067.0,13.77,0.708,7.882999999999999,B2,42.9,5.0,,-6.8,-1.88,-4.2,3,3
C_1950+182,Harvard_20,19 53 06,+18 20 00,56.278999999999996,-4.654,1540.0,11.7,0.247,7.476,,-125.0,7.0,,,1.07,-4.66,35,35
[KPR2005]_108,ASCC_108,19 53 49,+39 22 11,74.45,5.99,1100.0,10.36,0.05,8.64,,114.8,26.4,,,-0.21,-0.81,34,34
[KPR2005]_109,ASCC_109,19 53 59,+34 34 48,70.33,3.51,450.0,8.27,0.0,8.31,,27.6,60.0,,,0.47,-2.23,162,162
NAME_Loiano_1,Loiano_1,19 58 21,+32 32 24,69.053,1.704,2700.0,13.52,0.44,8.4,,,6.0,,,,,74,74
C_1956+203,Roslund_3,19 58 42,+20 29 00,58.81100000000001,-4.6819999999999995,1467.0,11.91,0.348,8.036,,-119.7,5.0,,-4.7,-1.61,-5.28,130,84
Cl_Berkeley_49,Berkeley_49,19 59 31,+34 38 48,70.985,2.575,2035.0,16.4,1.57,8.2,,91.4,4.0,,,,,1246,1246
[KPR2004b]_472,Dolidze_36,20 02 24,+42 09 00,77.69,6.03,900.0,10.45,0.22,8.83,,94.5,20.4,,,0.19,-0.95,27,27
[KPR2005]_110,ASCC_110,20 02 59,+33 34 11,70.45,1.4,800.0,9.98,0.15,8.75,,19.5,27.6,,-20.5,0.6,-4.41,54,54
NGC_6866,NGC_6866,20 03 55,+44 09 30,79.56,6.8389999999999995,1450.0,11.33,0.16899999999999998,8.576,A2,172.7,14.0,,,-3.33,-5.03,44,44
Cl_Berkeley_84,Berkeley_84,20 04 43,+33 54 18,70.92399999999999,1.271,2025.0,13.9,0.76,8.08,,44.9,2.0,,,,,7105,7105
[KPR2004b]_474,Alessi_10,20 04 44,-10 28 47,31.64,-20.98,513.0,9.23,0.22,8.71,,-183.7,20.4,,,0.7,-7.92,12,12
C_2002+290,Roslund_4,20 04 54,+29 13 00,66.984,-1.27,2510.0,15.07,0.991,7.447,,-55.6,5.0,,,-1.69,-5.2,26,14
NGC_6863,NGC_6863,20 05 07,-03 33 18,38.278,-17.996,,,,,,,2.0,,,,,110,110
C_2004+410,Dolidze_38,20 05 34,+41 12 00,77.19,5.02,1200.0,10.86,0.15,8.95,,105.0,24.0,,,-3.59,-6.49,25,25
NGC_6871,NGC_6871,20 05 59,+35 46 36,72.645,2.0540000000000003,1574.0,12.36,0.44299999999999995,6.957999999999999,O6,56.4,29.0,,-7.7,-2.89,-5.65,1991,1966
C_2005+355,Biurakan_1,20 07 30,+35 42 00,72.74,1.76,1600.0,12.04,0.33,7.25,,49.1,26.4,,-8.48,-3.51,-6.24,43,43
Cl_Biurakan_2,Biurakan_2,20 09 12,+35 29 00,72.751,1.345,1106.0,11.33,0.36,7.011,,26.0,20.0,,,-2.52,-6.53,130,129
IC_1310,Berkeley_50,20 10 24,+34 58 00,72.45100000000001,0.8590000000000001,2100.0,14.62,0.97,8.4,,31.5,2.0,,,,,6774,6774
[KPR2005]_111,ASCC_111,20 11 13,+37 27 00,74.62,2.08,1600.0,11.95,0.3,7.05,,58.1,66.0,,-14.24,-0.45,-3.9,246,246
NGC_6883,NGC_6883,20 11 19,+35 49 54,73.278,1.175,,,,,B3,,35.0,,,-2.89,-6.53,45,45
C_2009+354,Ruprecht_172,20 11 34,+35 35 59,73.11,1.01,1100.0,10.83,0.2,8.91,,19.4,19.2,,,-0.42,-3.97,32,32
Cl_Berkeley_51,Berkeley_51,20 11 54,+34 24 06,72.14699999999999,0.29100000000000004,3200.0,17.67,1.66,8.18,,16.3,2.0,,,,,878,878
C_2014+377,Dolidze_39,20 16 24,+37 52 00,75.536,1.453,,,,,,,12.0,,,,,19966,19966
NAME_Alessi_Teutsch_11,ASCC_112,20 16 26,+52 05 59,87.47,9.3,550.0,8.95,0.08,8.15,,88.9,26.4,,,-0.37,-0.73,43,43
IC_4996,IC_4996,20 16 30,+37 38 00,75.35300000000001,1.306,1732.0,13.28,0.6729999999999999,6.9479999999999995,B0,39.5,6.0,,-22.0,-0.53,-4.34,3501,3497
Cl_Melotte_227,Melotte_227,20 17 19,-79 02 00,314.806,-30.639,120.0,5.52,0.04,8.57,B9,-61.2,70.0,,,,,5,5
Cl_Collinder_419,Collinder_419,20 17 59,+40 43 12,78.07,2.79,740.0,10.4,0.34,6.85,B2,36.0,30.0,,-8.19,-2.56,-6.99,40,40
Cl_Berkeley_85,Berkeley_85,20 18 55,+37 45 33,75.726,0.981,1760.0,13.61,0.77,9.0,,30.1,10.0,,,,,1235,1235
C_2017+379,Dolidze_42,20 19 42,+38 08 00,76.122,1.065,972.0,11.71,0.5710000000000001,7.542000000000001,,18.1,7.0,,,,,37,37
Cl_Berkeley_86,Berkeley_86,20 20 24,+38 42 00,76.667,1.272,1112.0,13.01,0.898,7.1160000000000005,,24.7,6.0,,-19.3,-4.09,-4.54,235,206
Cl_Berkeley_87,Berkeley_87,20 21 42,+37 22 00,75.715,0.304,633.0,13.25,1.369,7.152,,3.4,10.0,,,,,105,105
C_2021+415,Collinder_421,20 23 10,+41 41 35,79.43,2.542,950.0,10.2,0.1,9.06,,42.1,14.4,,,-4.63,-9.73,840,826
NGC_6910,NGC_6910,20 23 12,+40 46 42,78.683,2.013,1139.0,13.29,0.971,7.127000000000001,O8,40.0,10.0,,-30.0,-2.1,-5.24,213,175
M_29,NGC_6913,20 23 57,+38 30 30,76.905,0.594,1148.0,12.61,0.7440000000000001,7.111000000000001,B0,11.9,10.0,,-34.0,-4.4,-5.22,498,371
Cl_Berkeley_89,Berkeley_89,20 24 36,+46 03 00,83.16,4.822,3005.0,15.58,1.03,8.93,,252.6,3.0,,,,,643,643
C_2027+392,Roslund_6,20 28 47,+39 15 35,78.06,0.26,450.0,8.45,0.06,8.47,,2.0,32.4,,,5.82,2.03,49,49
NGC_6939,NGC_6939,20 31 30,+60 39 42,95.90299999999999,12.304,1185.0,11.36,0.32,9.346,B8,252.5,10.0,0.02,-42.0,,,5425,4850
NGC_6940,NGC_6940,20 34 26,+28 17 00,69.86,-7.147,770.0,10.1,0.214,8.857999999999999,B8,-95.8,25.0,0.01,7.7,-1.88,-8.6,453,438
Cl_Berkeley_90,Berkeley_90,20 35 18,+46 50 00,84.87700000000001,3.784,2430.0,15.5,1.15,8.0,,160.4,5.0,,,,,3566,3566
