Simbad_ID,Name_webda,RA_2000_webda,Dec_2000_webda,l_webda,b_webda,Dist_webda,Mod_webda,EB-V_webda,Age_webda,ST_webda,Z_webda,Diam_webda,Fe/H_webda,MRV_webda,pm RA_webda,pm Dec_webda,Measures_webda,Stars_webda
C_0750-261,Haffner_19,07 52 47,-26 17 00,243.081,0.524,5094.0,14.82,0.41600000000000004,6.934,,46.6,2.0,,68.0,,,1940,1716
NAME_Alessi_Teutsch_3,ASCC_42,07 52 51,-53 00 35,266.41,-12.85,800.0,9.82,0.1,8.57,,-177.9,43.2,,,-3.76,8.25,45,45
[KPR2005]_43,ASCC_43,07 53 06,-28 10 12,244.73,-0.39,1000.0,10.31,0.1,8.28,,-6.8,42.0,,,-4.4,0.47,90,90
NGC_2479,NGC_2479,07 55 04,-17 42 35,235.98,5.37,1200.0,10.71,0.1,8.99,,112.3,18.0,,,-0.94,1.93,20,20
NGC_2482,NGC_2482,07 55 12,-24 15 30,241.62599999999998,2.035,1343.0,10.93,0.09300000000000001,8.604,,47.7,10.0,0.12,,-4.93,1.6,44,35
NGC_2483,NGC_2483,07 55 39,-27 53 42,244.791,0.239,1659.0,12.04,0.303,7.0889999999999995,,6.9,7.0,,,,,469,376
C_0753-258,Trumpler_9,07 55 40,-25 53 00,243.072,1.285,2289.0,12.57,0.248,8.001,,51.3,5.0,,,,,55,55
C_0754-302,Haffner_20,07 56 15,-30 22 00,246.972,-0.93,3117.0,14.23,0.569,8.121,,-50.6,3.0,,,,,33,33
NGC_2489,NGC_2489,07 56 15,-30 03 48,246.713,-0.773,3957.0,14.15,0.374,7.263999999999999,B8,-53.4,6.0,0.08,,-4.83,5.45,598,489
NGC_2516,NGC_2516,07 58 04,-60 45 12,273.816,-15.856,409.0,8.37,0.10099999999999999,8.052,B3,-111.7,30.0,0.06,22.0,-3.19,10.0,3025,2808
C_0757-284,Ruprecht_44,07 58 51,-28 35 00,245.74599999999998,0.48200000000000004,4730.0,15.29,0.619,6.941,,39.8,10.0,,,-2.86,1.13,49,37
C_0756-287,Ruprecht_43,07 59 16,-28 53 59,246.06,0.39,1300.0,11.41,0.27,8.47,,8.8,18.0,,,-3.57,-0.08,24,24
NGC_2506,NGC_2506,08 00 01,-10 46 12,230.56400000000002,9.935,3460.0,12.95,0.081,9.045,,597.0,12.0,-0.37,94.0,,,891,884
NGC_2509,NGC_2509,08 00 48,-19 03 06,237.84,5.848,912.0,10.29,0.15,9.9,,,6.0,,,,,93,93
C_0759-270,Haffner_21,08 01 09,-27 13 00,244.85,1.633,2951.0,12.68,0.106,7.92,,84.1,3.0,,,-3.52,1.93,52,51
Cl_Alessi_34,ASCC_44,08 01 40,-50 34 11,264.92,-10.47,1100.0,10.77,0.18,7.89,,-199.9,48.0,,17.8,-5.62,6.25,55,55
C_0759-193,Ruprecht_46,08 02 10,-19 28 00,238.365,5.907,752.0,9.6,0.07,9.6,,77.4,3.0,-0.04,,,,9,9
C_0800-309,Ruprecht_47,08 02 19,-31 04 00,248.252,-0.188,3006.0,13.26,0.28,7.89,,-9.9,4.0,,,,,10,10
C_0801-266,Ruprecht_49,08 03 15,-26 46 00,244.71599999999998,2.2680000000000002,1823.0,12.11,0.259,7.93,,72.1,2.0,,,,,9,9
NGC_2527,NGC_2527,08 04 58,-28 08 48,246.08700000000002,1.855,601.0,9.01,0.038,8.649,,19.5,10.0,,,-4.09,6.4,113,69
ESO_430-18,ESO_430-18,08 06 52,-30 50 12,248.579,0.759,830.0,9.6,0.0,9.05,,10.9,24.0,,,-7.91,-0.81,36,36
NGC_2533,NGC_2533,08 07 04,-29 53 00,247.8,1.31,3379.0,12.79,0.047,8.876,,77.3,5.0,,,,,23,23
NGC_2547,NGC_2547,08 10 09,-49 12 54,264.465,-8.597000000000001,455.0,8.42,0.040999999999999995,7.557,B3,-68.0,25.0,-0.16,14.5,-7.71,3.8,2166,2061
NGC_2539,NGC_2539,08 10 37,-12 49 06,233.705,11.112,1363.0,10.93,0.08199999999999999,8.57,A0,262.7,9.0,0.13,29.3,-4.07,-1.83,402,352
C_0808-268,Ruprecht_53,08 10 48,-27 00 00,245.81,3.56,1700.0,11.49,0.11,8.59,,105.6,21.6,,,-1.11,0.32,32,32
NGC_2546,NGC_2546,08 12 15,-37 35 42,254.855,-1.986,919.0,10.23,0.134,7.874,B0,-31.8,70.0,0.12,15.0,-3.99,3.5,167,167
C_0810-324,Ruprecht_55,08 12 27,-32 35 00,250.69099999999997,0.804,4892.0,15.18,0.5589999999999999,6.849,,68.6,5.0,,96.2,,,47,45
C_0810-403,Ruprecht_56,08 12 32,-40 28 12,257.29,-3.52,410.0,8.44,0.12,8.7,,-25.2,43.2,,,-9.71,5.75,66,66
M_48,NGC_2548,08 13 43,-05 45 00,227.873,15.392999999999999,769.0,9.53,0.031,8.557,A0,204.1,30.0,0.08,5.0,-0.83,1.9,10377,7209
Cl_VDBH_23,vdBergh-Hagen_23,08 14 05,-36 21 36,254.02,-1.0,437.0,8.36,0.05,7.14,,-7.6,38.4,,17.4,-7.47,7.12,34,34
C_0812-318,Ruprecht_58,08 14 50,-31 56 29,250.43400000000003,1.578,3900.0,13.98,0.33,8.44,,107.4,5.0,,,-2.77,4.54,1117,1117
Cl_Haffner_26,Haffner_26,08 15 39,-30 49 47,249.6,2.34,1000.0,10.25,0.08,7.47,,40.8,12.0,,,-4.54,4.31,10,10
[KPR2005]_45,ASCC_45,08 15 50,-35 39 00,253.63,-0.31,3000.0,14.25,0.6,7.12,,-16.2,24.0,,43.0,-5.68,3.19,31,31
[KPR2005]_46,ASCC_46,08 16 33,-48 30 35,264.44,-7.33,900.0,10.08,0.1,7.71,,-114.8,48.0,,,-5.51,6.75,64,64
C_0816-414,Pismis_2,08 17 54,-41 40 00,258.851,-3.338,3310.0,12.75,0.05,9.06,,-192.7,4.0,,,,,2239,2239
C_0815-369,Pismis_1,08 18 18,-37 06 00,255.112,-0.711,5907.0,15.65,0.578,7.928,,-73.3,3.0,,,,,28,28
NGC_2567,NGC_2567,08 18 32,-30 38 24,249.795,2.9610000000000003,1677.0,11.52,0.128,8.469,,86.6,7.0,,,-3.22,2.29,243,180
NGC_2571,NGC_2571,08 18 56,-29 45 00,249.106,3.532,1342.0,11.06,0.13699999999999998,7.4879999999999995,B8,82.7,8.0,,,-3.86,6.4,319,193
C_0817-343,Ruprecht_59,08 19 21,-34 29 00,253.07,0.9390000000000001,874.0,9.98,0.08800000000000001,7.727,,14.3,3.0,,,,,21,21
NGC_2580,NGC_2580,08 21 28,-30 18 00,249.87099999999998,3.675,4000.0,13.9,0.28,8.2,,,6.0,,,,,3171,3171
NGC_2588,NGC_2588,08 23 10,-32 58 30,252.28,2.449,4950.0,14.4,0.3,8.65,,224.2,1.5,,,,,4306,4306
C_0820-360,Collinder_185,08 23 21,-36 20 00,255.05599999999998,0.557,1486.0,11.51,0.21,8.11,,14.4,6.0,,,-2.81,3.72,86,86
C_0829-443,vdBergh-Hagen_34,08 31 15,-44 30 00,262.57,-2.97,950.0,9.98,0.03,8.48,,-49.2,30.0,,,-7.81,4.02,22,22
C_0829-385,Pismis_3,08 31 22,-38 39 00,257.865,0.502,1394.0,14.75,1.3,9.027000000000001,,12.2,5.0,,,,,605,605
NAME_Cl_Alessi-Teutsch_7,ASCC_47,08 31 47,-39 04 48,258.26,0.31,900.0,10.08,0.1,7.88,,4.9,60.0,,11.0,-8.94,5.2,105,105
[KPR2005]_48,ASCC_48,08 34 29,-37 36 36,257.39,1.61,400.0,8.01,0.0,9.09,,11.2,38.4,,22.5,-11.63,10.72,65,65
C_0832-441,Pismis_4,08 34 36,-44 25 00,262.863,-2.439,593.0,8.91,0.013000000000000001,7.5329999999999995,,-25.2,25.0,,,-6.9,5.4,5,5
NGC_2627,NGC_2627,08 37 15,-29 57 18,251.583,6.651,2034.0,11.81,0.086,8.566,,235.6,8.0,,,,,13,13
C_0835-399,Ruprecht_64,08 37 19,-40 09 00,259.75,0.53,800.0,9.7,0.06,8.45,,7.4,74.4,,21.0,-6.14,5.97,202,202
ESO_313-7,Pismis_5,08 37 38,-39 35 00,259.34,0.9179999999999999,869.0,11.0,0.42100000000000004,7.197,,13.9,2.0,,,,,9,9
NGC_2635,NGC_2635,08 38 26,-34 46 12,255.6,3.957,5754.0,14.88,0.35,8.5,,397.1,1.0,,,,,3240,3234
NGC_2645,NGC_2645,08 39 03,-46 14 00,264.78700000000003,-2.908,1668.0,12.29,0.38,7.2829999999999995,,-84.6,3.0,,20.8,-4.59,6.15,47,47
C_0837-438,Ruprecht_65,08 39 14,-44 02 59,263.07,-1.56,500.0,8.71,0.07,8.57,,-13.6,28.8,,,-7.37,4.16,47,47
NGC_2632,NGC_2632,08 40 24,+19 40 00,205.92,32.484,187.0,6.39,0.009000000000000001,8.863,A0,100.4,70.0,0.14,34.4,-35.58,-12.9,849,832
C_0838-459,Waterloo_6,08 40 24,-46 08 00,264.85,-2.662,1578.0,11.74,0.243,7.671,,-73.3,2.0,,,,,16,16
IC_2391,IC_2391,08 40 32,-53 02 00,270.362,-6.8389999999999995,175.0,6.24,0.008,7.6610000000000005,B3,-20.8,60.0,-0.09,,-24.97,22.7,513,434
C_0839-461,Pismis_8,08 41 36,-46 16 00,265.082,-2.5789999999999997,1312.0,12.78,0.706,7.4270000000000005,,-59.0,3.0,,,,,15,15
C_0840-432,Ruprecht_67,08 41 39,-43 22 00,262.797,-0.792,1504.0,12.23,0.43200000000000005,8.256,,-20.8,6.0,,-15.4,,,24,24
Mamajek_1,Mamajek_1,08 42 06,-79 01 38,292.482,-21.654,97.0,4.93,0.0,6.9,,-35.8,40.0,,16.1,-30.0,27.8,35,18
IC_2395,IC_2395,08 42 30,-48 09 00,266.637,-3.592,705.0,9.45,0.066,7.223,B5,-44.2,17.0,,0.5,-4.37,4.05,495,347
NGC_2659,NGC_2659,08 42 37,-44 59 00,264.17900000000003,-1.65,1713.0,12.76,0.514,6.89,B9,-49.3,5.0,,,,,268,256
NGC_2660,NGC_2660,08 42 38,-47 12 00,265.92900000000003,-3.013,2826.0,13.23,0.313,9.033,,-148.5,3.5,-0.18,,,,866,866
NGC_2658,NGC_2658,08 43 27,-32 39 30,254.555,6.07,2021.0,11.66,0.043,9.152000000000001,F8,213.7,6.0,,,,,19,19
C_0843-458,Bochum_7,08 44 48,-45 58 00,265.189,-1.9580000000000002,5754.0,16.47,0.86,7.0,,-196.6,20.0,,,-3.65,5.0,1423,1423
ESO_313-13,Collinder_197,08 44 51,-41 14 00,261.486,0.991,838.0,11.32,0.5479999999999999,7.127999999999999,,14.5,25.0,,33.1,-9.8,7.4,30,21
NGC_2670,NGC_2670,08 45 30,-48 48 00,267.485,-3.625,1188.0,11.71,0.43,7.69,B5,-75.1,7.0,,,-8.1,5.9,7,5
NGC_2671,NGC_2671,08 46 12,-41 52 42,262.14799999999997,0.787,1660.0,14.32,1.04,7.9,B9,22.8,6.0,,,,,62,62
NGC_2669,NGC_2669,08 46 22,-52 56 54,270.835,-6.0920000000000005,1046.0,10.66,0.18,7.9270000000000005,B9,-111.0,20.0,,,-5.83,4.0,44,31
NGC_2664,NGC_2664,08 47 11,+12 36 06,214.35,31.314,,,,,,,8.0,,,,,4,4
[KPR2005]_49,ASCC_49,08 47 52,-37 59 24,259.31,3.47,900.0,9.83,0.02,8.14,,54.5,54.0,,,-7.47,3.34,99,99
C_0846-423,Trumpler_10,08 47 54,-42 27 00,262.791,0.674,424.0,8.24,0.034,7.542000000000001,B3,5.0,29.0,,21.5,-12.06,6.6,61,49
C_0847-465,Ruprecht_71,08 49 22,-46 50 59,266.37,-1.9,1300.0,10.73,0.05,8.78,,-43.1,19.2,,,-2.48,5.58,20,20
[KPR2005]_50,ASCC_50,08 50 16,-41 43 12,262.5,1.48,850.0,10.27,0.2,7.48,,22.0,48.0,,17.13,-6.39,3.85,86,86
NGC_2682,NGC_2682,08 51 18,+11 48 00,215.696,31.896,908.0,9.97,0.059000000000000004,9.408999999999999,B8,479.8,25.0,0.0,33.0,-8.62,-6.0,8799,7477
C_0850-374,Ruprecht_72,08 52 05,-37 36 00,259.538,4.363,3019.0,13.14,0.24,9.1,,229.7,3.0,,,,,2951,2951
Cl_Ruprecht_158,Ruprecht_158,08 52 27,-37 34 00,259.558,4.44,4168.0,13.84,0.24,9.2,,322.7,2.0,,,,,2951,2951
C_0855-430,vdBergh-Hagen_56,08 57 07,-43 15 00,264.48,1.46,680.0,9.78,0.2,7.24,,17.3,36.0,,-18.0,-4.88,6.08,52,52
C_0858-487,Collinder_205,09 00 32,-48 59 00,269.209,-1.8430000000000002,1853.0,13.66,0.75,7.2,,-59.6,5.0,,8.5,-3.86,6.5,9,8
ESO_165-9,ESO_165-09,09 05 13,-55 57 35,274.923,-5.928,450.0,8.42,0.05,8.96,,-46.5,18.0,,,-10.15,10.47,20,20
ESO_166-4,ESO_166-04,09 10 30,-53 53 12,273.897,-3.971,885.0,10.2,0.15,8.45,,-61.3,19.0,,,-7.14,7.91,23,23
NAME_HD_80077_Group,Pismis_11,09 15 53,-50 01 00,271.657,-0.708,2800.0,16.11,1.25,7.34,,-34.6,2.0,,,,,555,428
NGC_2818,NGC_2818,09 16 01,-36 37 30,261.98,8.584,1855.0,11.72,0.121,8.626,,276.9,9.0,-0.17,20.69,,,875,875
Alicante_5,Alicante_5,09 16 30,-49 43 00,271.51,-0.428,3600.0,16.5,1.2,7.0,,-26.9,8.0,,,,,105,105
[KPR2005]_51,ASCC_51,09 18 00,-69 41 24,286.24,-14.08,500.0,8.65,0.05,8.53,,-121.6,79.2,,,-8.28,7.0,172,172
ESO_261-5,Pismis_12,09 20 00,-45 07 00,268.64,3.216,,,,,,,5.0,,,,,14,14
ESO_212-2,vdBergh-Hagen_63,09 20 39,-49 13 23,271.631,0.39899999999999997,2300.0,17.7,1.9,8.85,,16.0,2.0,,,,,111,111
NGC_2866,NGC_2866,09 22 07,-51 06 00,273.123,-0.764,1901.0,13.34,0.628,7.656000000000001,,-25.3,2.0,,,,,23,23
C_0922-515,Ruprecht_76,09 24 13,-51 40 00,273.754,-0.937,1262.0,11.67,0.376,7.734,,-20.6,5.0,,,,,7,7
NAME_UKS_2,vdBergh-Hagen_66,09 25 18,-54 43 00,276.003,-3.0060000000000002,7000.0,15.47,0.4,8.9,,-367.1,4.0,,,,,735,735
C_0925-511,vdBergh-Hagen_67,09 26 45,-51 16 00,273.759,-0.375,7400.0,17.3,0.95,9.08,,-48.4,4.0,,,,,9260,9260
IC_2488,IC_2488,09 27 38,-57 00 00,277.83,-4.419,1134.0,10.99,0.231,8.113,B8,-87.4,18.0,,,-5.57,8.0,89,67
[KPR2005]_52,ASCC_52,09 27 57,-54 15 35,275.96,-2.41,1500.0,11.0,0.04,8.75,,-63.1,32.4,,,-5.35,5.12,72,72
NGC_2910,NGC_2910,09 30 30,-52 55 06,275.314,-1.176,2607.0,13.12,0.336,8.203,,-53.5,4.0,,,,,4,4
Cl_Turner_5,Turner_5,09 32 31,-36 28 12,264.23,11.05,400.0,8.32,0.1,8.49,,76.7,198.0,,,0.0,-3.73,987,987
NGC_2925,NGC_2925,09 33 11,-53 23 54,275.936,-1.254,774.0,9.69,0.08,7.85,,-16.9,10.0,,,-8.94,5.3,62,37
[KPR2005]_53,ASCC_53,09 37 55,-59 32 59,280.56,-5.36,2500.0,12.45,0.15,8.12,,-233.5,37.2,,,-4.94,3.94,57,57
NGC_2972,NGC_2972,09 40 12,-50 19 24,274.686,1.757,2062.0,12.63,0.34299999999999997,7.968,,63.2,3.0,-0.07,,,,14,14
C_0939-536,Ruprecht_79,09 40 59,-53 51 00,277.099,-0.818,1979.0,13.7,0.7170000000000001,7.093,,-28.3,5.0,,21.4,,,684,669
Cl_Ruprecht_80,Ruprecht_80,09 42 03,-44 01 12,270.75,6.71,2500.0,12.92,0.3,8.33,,292.1,15.6,,,-13.73,6.64,15,15
[KPR2005]_54,ASCC_54,09 44 45,-54 26 23,277.9,-0.9,1200.0,10.55,0.05,8.84,,-18.8,26.4,,,-7.73,1.08,58,58
NGC_3033,NGC_3033,09 48 37,-56 25 18,279.596,-2.0709999999999997,922.0,10.84,0.327,7.845,,-33.3,4.0,,,,,19,19
C_0947-650,Ruprecht_84,09 49 08,-65 15 00,285.32,-8.82,1800.0,11.59,0.1,8.56,,-276.0,14.4,,,-8.76,0.88,10,10
NGC_3036,NGC_3036,09 49 15,-62 40 11,283.66,-6.83,1200.0,11.64,0.4,8.61,,-142.7,14.4,,,-7.43,-1.25,15,15
C_0949-529,Pismis_16,09 51 16,-53 10 00,277.829,0.6890000000000001,1824.0,13.03,0.557,7.8389999999999995,,21.9,2.0,,11.0,,,9,9
[KPR2005]_55,ASCC_55,09 54 17,-57 04 48,280.61,-2.09,1100.0,10.8,0.19,8.45,,-40.1,27.6,,,-1.13,2.27,42,42
C_0952-504,Collinder_213,09 54 35,-50 55 11,276.82,2.76,1400.0,10.95,0.07,8.84,,67.4,18.0,,,-3.96,2.58,20,20
NGC_3105,NGC_3105,10 00 39,-54 47 18,279.915,0.264,4884.0,16.51,0.9890000000000001,7.236000000000001,,22.5,2.0,,,,,9,9
C_0959-548,Ruprecht_85,10 01 33,-55 01 12,280.15,0.16,1400.0,11.38,0.21,8.7,,3.9,12.0,,,-3.68,4.78,18,18
NGC_3114,NGC_3114,10 02 36,-60 07 12,283.332,-3.84,911.0,10.01,0.069,8.093,B9,-61.0,35.0,0.02,1.0,-7.54,3.5,167,151
Loden_28,Loden_28,10 03 10,-58 09 00,282.21,-2.21,3950.0,14.9,0.62,7.3,,-152.3,24.0,,,-8.06,4.14,49,49
Loden_1,Loden_1,10 05 02,-55 47 59,281.02,-0.17,360.0,8.09,0.1,9.29,,-1.1,21.6,,,-10.37,4.18,27,27
C_1004-600,Trumpler_12,10 06 29,-60 18 00,283.828,-3.698,,,,,,,4.0,,,,,6,3
C_1004-602,Hogg_6,10 06 35,-60 30 00,283.95,-3.85,1600.0,11.18,0.05,8.61,,-107.4,10.8,,,-8.19,0.85,9,9
[KPR2005]_56,ASCC_56,10 08 13,-64 22 12,286.39,-6.87,800.0,9.86,0.11,8.08,,-95.7,42.0,,,-7.61,3.57,81,81
C_1007-609,Ruprecht_161,10 08 45,-61 17 24,284.63,-4.34,940.0,10.15,0.09,8.39,,-71.1,36.0,,,-8.2,3.04,95,95
[KPR2005]_57,ASCC_57,10 10 48,-66 40 48,287.97,-8.59,1500.0,11.28,0.13,8.7,,-224.0,45.6,,,-4.15,3.04,76,76
C_1010-577,Bochum_8,10 11 54,-58 04 00,283.099,-1.476,2572.0,13.68,0.526,7.943,,-66.3,4.0,,,,,6,6
[KPR2005]_58,ASCC_58,10 15 07,-54 58 12,281.71,1.33,600.0,9.17,0.09,7.04,,13.9,48.0,,8.0,-12.89,3.15,114,114
Cl_VDBH_91,vdBergh-Hagen_91,10 17 16,-58 42 00,284.03,-1.6,740.0,9.59,0.08,8.21,,-20.7,18.0,,,-6.25,4.22,28,28
[KPR2005]_59,ASCC_59,10 20 13,-57 39 00,283.78,-0.51,550.0,8.86,0.05,8.6,,-4.9,42.0,,,-4.99,3.65,140,140
NGC_3228,NGC_3228,10 21 22,-51 43 42,280.697,4.545,544.0,8.76,0.027999999999999997,7.932,B9,43.1,5.0,,,-15.64,-0.05,67,50
Cl_Westerlund_2,Westerlund_2,10 24 02,-57 46 00,284.276,-0.336,1874.0,13.8,0.785,7.215,,-11.0,2.0,,,,,7,7
NGC_3247,NGC_3247,10 25 51,-57 55 24,284.3,-0.31,1547.0,11.63,0.221,8.083,,0.0,4.0,,,,,40,40
IC_2581,IC_2581,10 27 29,-57 37 00,284.58799999999997,0.035,2446.0,13.23,0.415,7.142,B0,1.5,5.0,-0.34,-6.0,-8.66,2.0,415,377
Cl_Collinder_223,Collinder_223,10 30 30,-59 49 00,286.19,-1.879,1686.0,11.95,0.263,7.013999999999999,,-55.3,9.0,,2.0,,,110,110
Cl_Ruprecht_90,Ruprecht_90,10 31 47,-58 14 24,285.4,-0.2,6000.0,14.88,0.32,7.1,,-20.9,21.6,,-40.0,-6.8,3.47,30,30
Loden_112,Loden_112,10 32 23,-56 42 00,284.68,1.17,2500.0,13.85,0.6,6.96,,51.0,16.8,,,-8.05,5.98,13,13
[KPR2005]_60,ASCC_60,10 33 07,-58 28 47,285.67,-0.32,800.0,9.82,0.1,8.36,,-4.5,14.4,,-14.5,-7.35,2.36,21,21
Loden_153,Loden_153,10 34 40,-58 07 48,285.67,0.09,2670.0,13.0,0.28,6.74,,4.2,12.0,,-10.33,-5.85,4.13,15,15
C_1033-598,Bochum_9,10 35 46,-60 07 00,286.784,-1.569,4600.0,15.27,0.63,,,-126.0,15.0,,,,,14,14
NGC_3293,NGC_3293,10 35 51,-58 13 48,285.856,0.07400000000000001,2327.0,12.65,0.263,7.013999999999999,B0,3.0,6.0,,-13.0,-7.53,3.1,1697,1429
Cl_VDBH_99,vdBergh-Hagen_99,10 37 54,-59 11 00,286.558,-0.625,507.0,8.7,0.055,7.605,,-5.5,20.0,,,-13.74,1.4,50,36
NGC_3330,NGC_3330,10 38 46,-54 07 24,284.188,3.8489999999999998,894.0,9.91,0.05,8.229,,60.0,4.0,,,,,10,10
ESO_62-11,ESO_062-11,10 38 55,-69 02 00,291.507,-9.155,910.0,11.1,0.42,8.53,,-144.8,14.0,,,-13.48,3.63,11,11
Cl_Collinder_228,Collinder_228,10 42 04,-59 55 00,287.668,-1.047,2201.0,12.77,0.342,6.83,O5,-40.2,14.0,,-12.0,-6.55,2.03,2863,2841
Cl_Bochum_10,Bochum_10,10 42 12,-59 08 00,287.01599999999996,-0.315,2027.0,12.48,0.306,6.857,,-11.1,20.0,,,,,23,23
Cl_Melotte_101,Melotte_101,10 42 12,-65 06 00,289.86400000000003,-5.561,1995.0,12.99,0.48,7.89,B6,-193.3,15.0,,,,,22,22
IC_2602,IC_2602,10 42 58,-64 24 00,289.601,-4.906000000000001,161.0,6.11,0.024,7.507000000000001,B0,-13.8,100.0,-0.09,,-17.49,10.1,70,70
Cl_Alessi_5,Alessi_5,10 43 08,-61 10 11,288.08,-2.05,398.0,8.46,0.15,7.71,,-14.2,36.0,,12.8,-14.56,3.77,94,94
Cl_Trumpler_14,Trumpler_14,10 43 56,-59 33 00,287.408,-0.5770000000000001,2733.0,13.78,0.516,6.827999999999999,O3,-27.5,5.0,,,-7.25,2.69,179,179
Cl_Trumpler_15,Trumpler_15,10 44 43,-59 22 00,287.41,-0.369,1853.0,12.68,0.434,6.926,,-11.9,14.0,,,-7.71,3.26,451,410
Cl_Trumpler_16,Trumpler_16,10 44 58,-59 43 00,287.624,-0.652,2673.0,13.66,0.493,6.787999999999999,O3,-30.4,10.0,,-20.0,,,397,397
[KPR2005]_61,ASCC_61,10 46 08,-56 51 36,286.41,1.94,1700.0,11.86,0.23,7.96,,57.5,38.4,,,-5.19,3.19,101,101
C_1045-598,Bochum_11,10 47 15,-60 05 00,288.025,-0.856,2412.0,13.7,0.5760000000000001,6.763999999999999,,-36.0,21.0,,,,,5,5
Cl_Ruprecht_91,Ruprecht_91,10 47 38,-57 28 12,286.87,1.49,900.0,9.8,0.01,8.63,,23.4,18.0,,7.3,-11.1,3.11,86,86
Loden_189,Loden_189,10 50 20,-56 25 11,286.72,2.59,720.0,9.69,0.13,8.64,,32.5,33.6,,,-5.73,2.91,85,85
[KPR2005]_62,ASCC_62,10 50 52,-60 05 59,288.43,-0.66,3000.0,13.13,0.24,7.5,,-34.6,33.6,,-4.05,-8.72,1.68,78,78
ESO_128-16,ESO_128-16,10 53 41,-58 14 24,287.936,1.161,900.0,9.86,0.03,8.92,,18.2,19.0,,,-2.57,6.1,38,38
[KPR2005]_63,ASCC_63,10 55 51,-60 24 35,289.12,-0.67,3500.0,14.11,0.45,7.24,,-40.9,18.0,,-142.0,-5.63,1.74,30,30
Cl_Trumpler_17,Trumpler_17,10 56 24,-59 12 00,288.66900000000004,0.449,2189.0,13.58,0.605,7.706,,17.2,5.0,,,-2.59,2.88,20,20
Cl_Collinder_236,Collinder_236,10 57 17,-61 06 36,289.58,-1.23,800.0,9.73,0.07,8.37,A0,-17.2,24.0,,,-3.57,3.02,65,65
C_1055-614,Bochum_12,10 57 24,-61 43 00,289.85400000000004,-1.775,2218.0,12.47,0.24,7.61,,-68.7,10.0,,,,,8,8
C_1056-587,Hogg_9,10 58 22,-59 03 00,288.834,0.6920000000000001,,,,,,,1.0,,,,,4,4
NGC_3496,NGC_3496,10 59 36,-60 20 12,289.515,-0.41100000000000003,990.0,11.43,0.469,8.471,,-7.1,8.0,,,-4.35,3.1,11,9
Cl_Pismis_17,Pismis_17,11 01 06,-59 49 00,289.469,0.139,3504.0,14.18,0.47100000000000003,7.023,,8.5,6.0,,,,,4,4
[KPR2005]_64,ASCC_64,11 03 03,-60 55 11,290.14,-0.77,1500.0,11.35,0.15,7.92,,-20.2,21.6,,-8.33,-5.88,1.44,49,49
Cl_Ruprecht_93,Ruprecht_93,11 04 24,-61 22 06,290.47,-1.114,1437.0,11.5,0.22899999999999998,8.193,,-27.9,7.0,,,,,24246,24246
NGC_3532,NGC_3532,11 05 39,-58 45 12,289.57099999999997,1.347,486.0,8.55,0.037000000000000005,8.492,B5,11.4,50.0,-0.02,7.0,-10.95,4.8,1168,731
NAME_Shorlin_1,Shorlin_1,11 05 46,-61 13 48,290.63,-0.903,12600.0,17.03,1.6,,,-41.0,0.8,,,,,7427,7422
Cl_Feinstein_1,Feinstein_1,11 05 56,-59 49 00,290.025,0.385,1159.0,11.56,0.4,7.0,OB,7.8,25.0,,,-5.19,3.27,162,137
Loden_306,Loden_306,11 06 00,-61 07 48,290.55,-0.82,2000.0,12.25,0.24,6.76,,-28.6,24.0,,-33.0,-6.95,0.34,69,69
[KPR2004b]_279,vdBergh-Hagen_111,11 09 14,-63 49 48,291.95,-3.16,2700.0,12.93,0.25,8.35,,-148.8,13.2,,,-9.64,0.95,7,7
Loden_309,Loden_309,11 09 39,-60 34 48,290.74,-0.14,600.0,9.67,0.25,8.63,,-1.5,10.8,,,-11.1,1.85,15,15
NGC_3572,NGC_3572,11 10 23,-60 14 54,290.705,0.20199999999999999,1995.0,12.71,0.389,6.891,B0,7.0,5.0,,-4.1,,,21,21
Cl_Hogg_10,Hogg_10,11 10 42,-60 24 00,290.798,0.077,1776.0,12.67,0.46,6.784,,2.4,3.0,,,,,3382,3372
[KPR2005]_65,ASCC_65,11 11 06,-61 07 11,291.11,-0.57,3500.0,13.96,0.4,7.09,,-34.8,26.4,,-13.4,-6.83,0.88,77,77
Cl_Trumpler_18,Trumpler_18,11 11 28,-60 40 00,290.986,-0.135,1358.0,11.64,0.315,7.194,B2,-3.2,5.0,,,-8.17,1.37,4402,4166
Cl_Hogg_11,Hogg_11,11 11 37,-60 24 00,290.903,0.11900000000000001,2270.0,12.77,0.32,7.08,,4.7,2.0,,,,,3292,3286
NGC_3590,NGC_3590,11 12 59,-60 47 18,291.204,-0.17800000000000002,1651.0,12.48,0.449,7.231,B3,-5.1,3.0,,,,,3489,3468
Cl_Hogg_12,Hogg_12,11 13 01,-60 47 00,291.20599999999996,-0.172,,,0.04,7.93,,,4.0,,,,,6,6
C_1110-586,Stock_13,11 13 05,-58 53 00,290.51,1.5959999999999999,1577.0,11.66,0.218,7.222,B0,43.9,5.0,,,,,999,980
[KPR2005]_66,ASCC_66,11 13 37,-55 25 11,289.29,4.84,1000.0,10.31,0.1,7.76,,84.4,36.0,,,-13.76,3.31,61,61
NGC_3603,NGC_3603,11 15 07,-61 15 36,291.617,-0.522,3634.0,16.95,1.338,6.8420000000000005,O3,-33.1,0.5,,,,,98,88
