#name logM[Msun] rtP[pc] log(t[yr])K rcK[pc] rtK[pc] Rhm[pc] [Fe/H]K
#-------------------------------------------------------------------
NGC_2362                 3.002    14.900     6.640     0.540    10.920     2.831 99.999
NGC_2367                 3.099    16.800     7.425     1.030    11.550     3.189 99.999
NGC_2374                 3.154    17.100     8.750     0.600     9.690     2.573 99.999
NGC_2383                 1.990     7.000     8.690     0.520     7.600     2.040 99.999
NGC_2384                 2.693    12.400     7.130     1.160    10.540     2.977 99.999
NGC_2396                 1.600     4.900     8.520     0.000     0.000    -9.999 99.999
NGC_2413                 1.296     3.900     8.655     0.650     7.100     1.966 99.999
NGC_2414                 2.366    10.300     7.270     1.780    12.580     3.650 99.999
NGC_2421                 2.828    13.800     7.450     1.370    11.390     3.247 99.999
NGC_2422                 2.364     8.800     8.120     1.740     6.090     1.905  0.008
NGC_2423                 2.682    11.400     9.025     2.050     7.720     2.396  0.068
NGC_2428                 2.463    10.400     8.615     0.960     4.260     1.299 -0.145
